,mean_0,mean_d_h2h1_0,mean_q1_0,mean_q2_0,mean_q3_0,mean_q4_0,mean_d_q1q2_0,mean_d_q1q3_0,mean_d_q1q4_0,mean_d_q2q3_0,mean_d_q2q4_0,mean_d_q3q4_0,std_0,std_d_h2h1_0,max_0,max_d_h2h1_0,max_q1_0,max_q2_0,max_q3_0,max_q4_0,max_d_q1q2_0,max_d_q1q3_0,max_d_q1q4_0,max_d_q2q3_0,max_d_q2q4_0,max_d_q3q4_0,min_0,min_d_h2h1_0,min_q1_0,min_q2_0,min_q3_0,min_q4_0,min_d_q1q2_0,min_d_q1q3_0,min_d_q1q4_0,min_d_q2q3_0,min_d_q2q4_0,min_d_q3q4_0,topFreq_1_0,topFreq_2_0,topFreq_3_0,topFreq_4_0,topFreq_5_0,topFreq_6_0,topFreq_7_0,topFreq_8_0,topFreq_9_0,topFreq_10_0,freq_011_0,freq_021_0,freq_032_0,freq_043_0,freq_053_0,freq_064_0,freq_075_0,freq_085_0,freq_096_0,freq_107_0,freq_117_0,freq_128_0,freq_139_0,freq_149_0,freq_160_0
0,51325024.74127302,102650061.34289633,5.758876834473856,-17.619227103007972,-7.8290541939391245,205300118.65449658,23.37810393748183,13.587931028412982,-205300112.89561975,-9.790172909068847,-205300136.2737237,-205300126.4835508,290335982.7722803,410596863.54762334,1642388727.0919929,1642388454.082659,92.97145211381259,273.0093339125499,0.9786390619993092,1642388727.0919929,-180.03788179873732,91.99281305181329,-1642388634.1205409,272.03069485055056,-1642388454.082659,-1642388726.1133537,-234.2557392072929,165.24603171620583,-85.49136177002417,-234.2557392072929,-69.00970749108704,0.0,148.7643774372687,-16.48165427893713,-85.49136177002417,-165.24603171620583,-234.2557392072929,-69.00970749108704,6.4,1.0666666666666667,5.333333333333333,11.733333333333333,12.8,10.666666666666666,7.466666666666667,13.866666666666667,16.0,14.933333333333334,0.12500049181331077,0.12499963164735399,0.12499926907043714,0.1249996917155515,0.12500032454295182,0.1250005137888199,0.12499998953929148,0.12499951752422193,0.12499943119620467,0.12500001983867254,0.12500029688434128,0.12500029338776333,0.12499995801181582,0.12499987229203374,0.12499993008860259
1,51325024.74127302,102650061.34289633,5.758876834473856,-17.619227103007972,-7.8290541939391245,205300118.65449658,23.37810393748183,13.587931028412982,-205300112.89561975,-9.790172909068847,-205300136.2737237,-205300126.4835508,290335982.7722803,410596863.54762334,1642388727.0919929,1642388454.082659,92.97145211381259,273.0093339125499,0.9786390619993092,1642388727.0919929,-180.03788179873732,91.99281305181329,-1642388634.1205409,272.03069485055056,-1642388454.082659,-1642388726.1133537,-234.2557392072929,165.24603171620583,-85.49136177002417,-234.2557392072929,-69.00970749108704,0.0,148.7643774372687,-16.48165427893713,-85.49136177002417,-165.24603171620583,-234.2557392072929,-69.00970749108704,6.4,1.0666666666666667,5.333333333333333,11.733333333333333,12.8,10.666666666666666,7.466666666666667,13.866666666666667,16.0,14.933333333333334,0.12500049181331077,0.12499963164735399,0.12499926907043714,0.1249996917155515,0.12500032454295182,0.1250005137888199,0.12499998953929148,0.12499951752422193,0.12499943119620467,0.12500001983867254,0.12500029688434128,0.12500029338776333,0.12499995801181582,0.12499987229203374,0.12499993008860259
2,51325024.74127302,102650061.34289633,5.758876834473856,-17.619227103007972,-7.8290541939391245,205300118.65449658,23.37810393748183,13.587931028412982,-205300112.89561975,-9.790172909068847,-205300136.2737237,-205300126.4835508,290335982.7722803,410596863.54762334,1642388727.0919929,1642388454.082659,92.97145211381259,273.0093339125499,0.9786390619993092,1642388727.0919929,-180.03788179873732,91.99281305181329,-1642388634.1205409,272.03069485055056,-1642388454.082659,-1642388726.1133537,-234.2557392072929,165.24603171620583,-85.49136177002417,-234.2557392072929,-69.00970749108704,0.0,148.7643774372687,-16.48165427893713,-85.49136177002417,-165.24603171620583,-234.2557392072929,-69.00970749108704,6.4,1.0666666666666667,5.333333333333333,11.733333333333333,12.8,10.666666666666666,7.466666666666667,13.866666666666667,16.0,14.933333333333334,0.12500049181331077,0.12499963164735399,0.12499926907043714,0.1249996917155515,0.12500032454295182,0.1250005137888199,0.12499998953929148,0.12499951752422193,0.12499943119620467,0.12500001983867254,0.12500029688434128,0.12500029338776333,0.12499995801181582,0.12499987229203374,0.12499993008860259
3,51325024.74127302,102650061.34289633,5.758876834473856,-17.619227103007972,-7.8290541939391245,205300118.65449658,23.37810393748183,13.587931028412982,-205300112.89561975,-9.790172909068847,-205300136.2737237,-205300126.4835508,290335982.7722803,410596863.54762334,1642388727.0919929,1642388454.082659,92.97145211381259,273.0093339125499,0.9786390619993092,1642388727.0919929,-180.03788179873732,91.99281305181329,-1642388634.1205409,272.03069485055056,-1642388454.082659,-1642388726.1133537,-234.2557392072929,165.24603171620583,-85.49136177002417,-234.2557392072929,-69.00970749108704,0.0,148.7643774372687,-16.48165427893713,-85.49136177002417,-165.24603171620583,-234.2557392072929,-69.00970749108704,6.4,1.0666666666666667,5.333333333333333,11.733333333333333,12.8,10.666666666666666,7.466666666666667,13.866666666666667,16.0,14.933333333333334,0.12500049181331077,0.12499963164735399,0.12499926907043714,0.1249996917155515,0.12500032454295182,0.1250005137888199,0.12499998953929148,0.12499951752422193,0.12499943119620467,0.12500001983867254,0.12500029688434128,0.12500029338776333,0.12499995801181582,0.12499987229203374,0.12499993008860259
4,51325024.74127302,102650061.34289633,5.758876834473856,-17.619227103007972,-7.8290541939391245,205300118.65449658,23.37810393748183,13.587931028412982,-205300112.89561975,-9.790172909068847,-205300136.2737237,-205300126.4835508,290335982.7722803,410596863.54762334,1642388727.0919929,1642388454.082659,92.97145211381259,273.0093339125499,0.9786390619993092,1642388727.0919929,-180.03788179873732,91.99281305181329,-1642388634.1205409,272.03069485055056,-1642388454.082659,-1642388726.1133537,-234.2557392072929,165.24603171620583,-85.49136177002417,-234.2557392072929,-69.00970749108704,0.0,148.7643774372687,-16.48165427893713,-85.49136177002417,-165.24603171620583,-234.2557392072929,-69.00970749108704,6.4,1.0666666666666667,5.333333333333333,11.733333333333333,12.8,10.666666666666666,7.466666666666667,13.866666666666667,16.0,14.933333333333334,0.12500049181331077,0.12499963164735399,0.12499926907043714,0.1249996917155515,0.12500032454295182,0.1250005137888199,0.12499998953929148,0.12499951752422193,0.12499943119620467,0.12500001983867254,0.12500029688434128,0.12500029338776333,0.12499995801181582,0.12499987229203374,0.12499993008860259
5,51325024.74127302,102650061.34289633,5.758876834473856,-17.619227103007972,-7.8290541939391245,205300118.65449658,23.37810393748183,13.587931028412982,-205300112.89561975,-9.790172909068847,-205300136.2737237,-205300126.4835508,290335982.7722803,410596863.54762334,1642388727.0919929,1642388454.082659,92.97145211381259,273.0093339125499,0.9786390619993092,1642388727.0919929,-180.03788179873732,91.99281305181329,-1642388634.1205409,272.03069485055056,-1642388454.082659,-1642388726.1133537,-234.2557392072929,165.24603171620583,-85.49136177002417,-234.2557392072929,-69.00970749108704,0.0,148.7643774372687,-16.48165427893713,-85.49136177002417,-165.24603171620583,-234.2557392072929,-69.00970749108704,6.4,1.0666666666666667,5.333333333333333,11.733333333333333,12.8,10.666666666666666,7.466666666666667,13.866666666666667,16.0,14.933333333333334,0.12500049181331077,0.12499963164735399,0.12499926907043714,0.1249996917155515,0.12500032454295182,0.1250005137888199,0.12499998953929148,0.12499951752422193,0.12499943119620467,0.12500001983867254,0.12500029688434128,0.12500029338776333,0.12499995801181582,0.12499987229203374,0.12499993008860259
6,51325024.74127302,102650061.34289633,5.758876834473856,-17.619227103007972,-7.8290541939391245,205300118.65449658,23.37810393748183,13.587931028412982,-205300112.89561975,-9.790172909068847,-205300136.2737237,-205300126.4835508,290335982.7722803,410596863.54762334,1642388727.0919929,1642388454.082659,92.97145211381259,273.0093339125499,0.9786390619993092,1642388727.0919929,-180.03788179873732,91.99281305181329,-1642388634.1205409,272.03069485055056,-1642388454.082659,-1642388726.1133537,-234.2557392072929,165.24603171620583,-85.49136177002417,-234.2557392072929,-69.00970749108704,0.0,148.7643774372687,-16.48165427893713,-85.49136177002417,-165.24603171620583,-234.2557392072929,-69.00970749108704,6.4,1.0666666666666667,5.333333333333333,11.733333333333333,12.8,10.666666666666666,7.466666666666667,13.866666666666667,16.0,14.933333333333334,0.12500049181331077,0.12499963164735399,0.12499926907043714,0.1249996917155515,0.12500032454295182,0.1250005137888199,0.12499998953929148,0.12499951752422193,0.12499943119620467,0.12500001983867254,0.12500029688434128,0.12500029338776333,0.12499995801181582,0.12499987229203374,0.12499993008860259
7,51325024.74127302,102650061.34289633,5.758876834473856,-17.619227103007972,-7.8290541939391245,205300118.65449658,23.37810393748183,13.587931028412982,-205300112.89561975,-9.790172909068847,-205300136.2737237,-205300126.4835508,290335982.7722803,410596863.54762334,1642388727.0919929,1642388454.082659,92.97145211381259,273.0093339125499,0.9786390619993092,1642388727.0919929,-180.03788179873732,91.99281305181329,-1642388634.1205409,272.03069485055056,-1642388454.082659,-1642388726.1133537,-234.2557392072929,165.24603171620583,-85.49136177002417,-234.2557392072929,-69.00970749108704,0.0,148.7643774372687,-16.48165427893713,-85.49136177002417,-165.24603171620583,-234.2557392072929,-69.00970749108704,6.4,1.0666666666666667,5.333333333333333,11.733333333333333,12.8,10.666666666666666,7.466666666666667,13.866666666666667,16.0,14.933333333333334,0.12500049181331077,0.12499963164735399,0.12499926907043714,0.1249996917155515,0.12500032454295182,0.1250005137888199,0.12499998953929148,0.12499951752422193,0.12499943119620467,0.12500001983867254,0.12500029688434128,0.12500029338776333,0.12499995801181582,0.12499987229203374,0.12499993008860259
8,51325024.74127302,102650061.34289633,5.758876834473856,-17.619227103007972,-7.8290541939391245,205300118.65449658,23.37810393748183,13.587931028412982,-205300112.89561975,-9.790172909068847,-205300136.2737237,-205300126.4835508,290335982.7722803,410596863.54762334,1642388727.0919929,1642388454.082659,92.97145211381259,273.0093339125499,0.9786390619993092,1642388727.0919929,-180.03788179873732,91.99281305181329,-1642388634.1205409,272.03069485055056,-1642388454.082659,-1642388726.1133537,-234.2557392072929,165.24603171620583,-85.49136177002417,-234.2557392072929,-69.00970749108704,0.0,148.7643774372687,-16.48165427893713,-85.49136177002417,-165.24603171620583,-234.2557392072929,-69.00970749108704,6.4,1.0666666666666667,5.333333333333333,11.733333333333333,12.8,10.666666666666666,7.466666666666667,13.866666666666667,16.0,14.933333333333334,0.12500049181331077,0.12499963164735399,0.12499926907043714,0.1249996917155515,0.12500032454295182,0.1250005137888199,0.12499998953929148,0.12499951752422193,0.12499943119620467,0.12500001983867254,0.12500029688434128,0.12500029338776333,0.12499995801181582,0.12499987229203374,0.12499993008860259
9,51325024.74127302,102650061.34289633,5.758876834473856,-17.619227103007972,-7.8290541939391245,205300118.65449658,23.37810393748183,13.587931028412982,-205300112.89561975,-9.790172909068847,-205300136.2737237,-205300126.4835508,290335982.7722803,410596863.54762334,1642388727.0919929,1642388454.082659,92.97145211381259,273.0093339125499,0.9786390619993092,1642388727.0919929,-180.03788179873732,91.99281305181329,-1642388634.1205409,272.03069485055056,-1642388454.082659,-1642388726.1133537,-234.2557392072929,165.24603171620583,-85.49136177002417,-234.2557392072929,-69.00970749108704,0.0,148.7643774372687,-16.48165427893713,-85.49136177002417,-165.24603171620583,-234.2557392072929,-69.00970749108704,6.4,1.0666666666666667,5.333333333333333,11.733333333333333,12.8,10.666666666666666,7.466666666666667,13.866666666666667,16.0,14.933333333333334,0.12500049181331077,0.12499963164735399,0.12499926907043714,0.1249996917155515,0.12500032454295182,0.1250005137888199,0.12499998953929148,0.12499951752422193,0.12499943119620467,0.12500001983867254,0.12500029688434128,0.12500029338776333,0.12499995801181582,0.12499987229203374,0.12499993008860259
