,5rSUMMARY mean_0,5rSUMMARY mean_d_h2h1_0,5rSUMMARY mean_q1_0,5rSUMMARY mean_q2_0,5rSUMMARY mean_q3_0,5rSUMMARY mean_q4_0,5rSUMMARY mean_d_q1q2_0,5rSUMMARY mean_d_q1q3_0,5rSUMMARY mean_d_q1q4_0,5rSUMMARY mean_d_q2q3_0,5rSUMMARY mean_d_q2q4_0,5rSUMMARY mean_d_q3q4_0,5rSUMMARY std_0,5rSUMMARY std_d_h2h1_0,5rSUMMARY max_0,5rSUMMARY max_d_h2h1_0,5rSUMMARY max_q1_0,5rSUMMARY max_q2_0,5rSUMMARY max_q3_0,5rSUMMARY max_q4_0,5rSUMMARY max_d_q1q2_0,5rSUMMARY max_d_q1q3_0,5rSUMMARY max_d_q1q4_0,5rSUMMARY max_d_q2q3_0,5rSUMMARY max_d_q2q4_0,5rSUMMARY max_d_q3q4_0,5rSUMMARY min_0,5rSUMMARY min_d_h2h1_0,5rSUMMARY min_q1_0,5rSUMMARY min_q2_0,5rSUMMARY min_q3_0,5rSUMMARY min_q4_0,5rSUMMARY min_d_q1q2_0,5rSUMMARY min_d_q1q3_0,5rSUMMARY min_d_q1q4_0,5rSUMMARY min_d_q2q3_0,5rSUMMARY min_d_q2q4_0,5rSUMMARY min_d_q3q4_0,5rSUMMARY topFreq_1_0,5rSUMMARY topFreq_2_0,5rSUMMARY topFreq_3_0,5rSUMMARY topFreq_4_0,5rSUMMARY topFreq_5_0,5rSUMMARY topFreq_6_0,5rSUMMARY topFreq_7_0,5rSUMMARY topFreq_8_0,5rSUMMARY topFreq_9_0,5rSUMMARY topFreq_10_0,5rSUMMARY freq_011_0,5rSUMMARY freq_021_0,5rSUMMARY freq_032_0,5rSUMMARY freq_043_0,5rSUMMARY freq_053_0,5rSUMMARY freq_064_0,5rSUMMARY freq_075_0,5rSUMMARY freq_085_0,5rSUMMARY freq_096_0,5rSUMMARY freq_107_0,5rSUMMARY freq_117_0,5rSUMMARY freq_128_0,5rSUMMARY freq_139_0,5rSUMMARY freq_149_0,5rSUMMARY freq_160_0
8800,51327927.929852635,102655838.48375423,15.731020928820667,1.6449300588717473,1.2860298818317275,205311693.05742848,14.086090869948405,14.444991046988818,-205311677.3264082,0.3589001770399854,-205311691.41249913,-205311691.77140075,290352365.074074,410620054.0686002,1642481406.5654032,1642481213.2691422,135.65535504566614,162.95033220218656,77.24166120407853,1642481406.5654032,-27.294977156521494,58.41369384158326,-1642481270.9100492,85.70867099810457,-1642481243.6150908,-1642481329.3237412,-191.87792272856868,99.58476010197768,-57.76857177130799,-167.58843967770707,-72.45194971029709,0.0,109.81986790639634,14.683377938990553,-57.76857177130799,-95.13648996740727,-167.58843967770707,-72.45194971029709,2.879999999999995,4.586666666666674,9.386666666666683,9.29066666666668,11.189333333333348,11.162666666666658,10.405333333333326,14.458666666666659,13.272000000000043,13.634666666666693,0.12500049407331187,0.12499966016282871,0.12499928958894245,0.12499965385570873,0.1250003117399712,0.12500047861548688,0.12500003975539895,0.12499952729230678,0.12499948337160696,0.12499990565297449,0.12500030056270892,0.12500029859500025,0.1250000527512398,0.12499989001147072,0.12499992418181283
9200,51327927.40563223,102655832.43946873,15.625021454558446,6.746772724080842,0.8728283032528504,205311686.37790486,8.878248730477246,14.752193151305702,-205311670.752883,5.8739444208279545,-205311679.63113305,-205311685.5050767,290352365.5199888,410620059.7347976,1642481408.4850433,1642481219.9895356,143.46549662367192,164.6602673656496,81.7779434963159,1642481408.4850433,-21.194770741978417,61.68755312735171,-1642481265.0195425,82.88232386932972,-1642481243.82479,-1642481326.7071002,-180.49528561744023,73.02878452873578,-59.857222408097165,-148.6778723915105,-80.27626129370506,0.0,88.82064998340944,20.41903888560916,-59.857222408097165,-68.40161109780183,-148.6778723915105,-80.27626129370506,2.6533333333333218,4.813333333333348,10.386666666666674,8.653333333333364,10.826666666666663,11.522666666666705,9.989333333333304,14.466666666666626,13.482666666666724,13.472000000000035,0.12500049081669837,0.1249996711822979,0.12499928945034508,0.12499965798412464,0.12500030411545832,0.12500047546437199,0.12500004062543668,0.12499953420123276,0.12499948524693098,0.124999905066166,0.1250002966511533,0.12500029982335806,0.12500006018184406,0.12499989301603516,0.12499992325281876
9600,51327924.08023388,102655822.31722564,16.682167413560695,9.161074542750688,-2.3630641978024194,205311672.84075692,7.521092870809614,19.045231611363103,-205311656.15859136,11.524138740553239,-205311663.67968282,-205311675.20382228,290352366.5011828,410620058.15989006,1642481410.5369635,1642481211.5637455,138.76473171141433,187.12080174115437,55.689583179761065,1642481410.5369635,-48.35607002974114,83.07514853164871,-1642481271.7722306,131.4312185613895,-1642481223.4162006,-1642481354.8473923,-176.68331055782147,72.10209394346772,-55.47108625867943,-148.17281198383628,-80.06396284269465,0.0,92.70172572515453,24.592876584016878,-55.47108625867943,-68.10884914113936,-148.17281198383628,-80.06396284269465,2.6533333333333218,4.813333333333348,9.506666666666634,9.525333333333318,10.834666666666646,11.930666666666722,9.402666666666635,14.72533333333331,12.757333333333431,14.117333333333331,0.12500048755248086,0.12499967436479623,0.1249992993310808,0.12499966403143523,0.1250003028261218,0.12500046908471044,0.12500003212430652,0.1249995355373292,0.12499948954105332,0.1249999119453882,0.12500029574446678,0.1250002953797799,0.12500005128874694,0.12499989253388584,0.12499992965164756
10000,51327926.68067446,102655829.94795364,16.488763455481777,6.924630561962515,2.5859430014509637,205311680.7233573,9.564132893518927,13.902820454030849,-205311664.2345957,4.338687560511574,-205311673.79872692,-205311678.13741648,290352366.4131929,410620059.3036662,1642481412.6550088,1642481228.3139994,134.1336953442402,168.770279340304,71.81978488810871,1642481412.6550088,-34.63658399606558,62.31391045612742,-1642481278.5213032,96.95049445219233,-1642481243.884756,-1642481340.835217,-169.63984144954506,108.21111906651187,-54.41986642368131,-160.57435480778926,-56.574411176680066,0.0,106.15448838410528,2.1545447530006028,-54.41986642368131,-103.99994363110702,-160.57435480778926,-56.574411176680066,2.9999999999999982,4.466666666666671,9.73599999999993,8.677333333333372,11.45333333333336,11.754666666666708,9.930666666666628,14.578666666666598,13.01066666666675,13.65866666666669,0.1250004878129706,0.12499967027451739,0.12499929504062411,0.12499966465697744,0.12500030842752413,0.12500047524274602,0.12500003608253246,0.12499953043334747,0.1249994891002412,0.1249999091800568,0.12500030103451093,0.12500029341726418,0.12500005291085425,0.12499988911082173,0.1249999327331977
10400,51327929.43831355,102655835.7279566,16.89589061641539,6.25277984687244,1.0471369311282026,205311693.55744433,10.64311076954252,15.848753685287097,-205311676.66155365,5.205642915744315,-205311687.30466503,-205311692.5103079,290352366.27980864,410620057.0350645,1642481414.6814222,1642481229.6600983,139.42589609498754,167.0693642633574,68.50094768743405,1642481414.6814222,-27.643468168371538,70.92494840754941,-1642481275.255524,98.56841657592032,-1642481247.6120965,-1642481346.1804874,-182.6551301354418,102.58181279721292,-56.374279670582325,-164.442898473509,-65.5260412381583,0.0,108.06861880292479,9.151761567577882,-56.374279670582325,-98.91685723534822,-164.442898473509,-65.5260412381583,2.786666666666659,4.68000000000001,9.591999999999938,9.048000000000053,11.226666666666686,11.274666666666667,10.058666666666634,15.074666666666623,13.026666666666749,13.4986666666667,0.12500049188312498,0.12499966698626841,0.12499928571611521,0.12499965983350877,0.12500030720155647,0.1250004787832688,0.1250000406481761,0.12499952743007446,0.12499948523779374,0.1249999039058357,0.12500030354344294,0.12500029539404678,0.1250000583150254,0.12499988789644345,0.12499992890770117
10800,51327929.76023507,102655836.41147965,14.70503830183275,8.403950393655842,2.1766701888067423,205311693.75527748,6.301087908176473,12.528368113025884,-205311679.05023998,6.227280204849133,-205311685.35132718,-205311691.57860976,290352366.6193445,410620059.35152835,1642481416.864105,1642481221.553703,125.2390487538585,180.56558573884166,68.91015669410552,1642481416.864105,-55.32653698498538,56.328892059748924,-1642481291.625051,111.6554290447334,-1642481236.29854,-1642481347.9539523,-169.26963241236402,99.51196794126244,-57.56269272103315,-153.48423808257476,-56.95744142510646,0.0,95.92154536153906,-0.605251295924796,-57.56269272103315,-96.52679665746676,-153.48423808257476,-56.95744142510646,2.5599999999999863,4.906666666666683,10.010666666666587,8.506666666666739,11.34933333333336,11.89066666666673,9.514666666666626,14.599999999999964,13.181333333333408,13.746666666666686,0.12500049126254997,0.12499967160105413,0.12499928772696643,0.12499966039519564,0.12500030912549656,0.1250004765377258,0.12500004069615916,0.12499952909048283,0.12499948479179614,0.12499990646118456,0.12500030039535756,0.12500029833170637,0.1250000585668637,0.12499989132061522,0.12499992812644081
11200,51327929.404871985,102655835.95230526,17.562977406918705,5.29446050225552,-1.3457351754834261,205311696.1077836,12.26851690466274,18.908712582402025,-205311678.54480577,6.6401956777390145,-205311690.81332397,-205311697.45352024,290352367.2046559,410620058.96125257,1642481419.7162468,1642481228.3199506,146.5787182585162,168.97075788229225,62.21391225981049,1642481419.7162468,-22.39203962377836,84.3648059987015,-1642481273.1375256,106.75684562247902,-1642481250.7455034,-1642481357.5023289,-179.29972976525977,79.61533004517908,-54.27947565464312,-153.96732698610097,-78.41986099371829,0.0,99.68785133145494,24.140385339076865,-54.27947565464312,-75.54746599238098,-153.96732698610097,-78.41986099371829,2.546666666666653,4.920000000000017,10.375999999999928,8.024000000000024,11.466666666666686,11.418666666666686,10.034666666666629,14.493333333333304,13.16000000000006,13.82666666666668,0.12500049498714505,0.1249996654252949,0.12499928861141735,0.12499966192516389,0.125000307942288,0.12500047698745353,0.12500003072965837,0.12499952551172325,0.12499948606197066,0.12499991390009128,0.12500030808109563,0.12500029612982186,0.12500004676619444,0.12499988754433829,0.1249999286015966
11600,51327926.49901904,102655829.97993216,15.724483666833157,7.29362153487216,-1.8405138008370023,205311684.81848237,8.430862131960456,17.564997467670075,-205311669.09399983,9.134135335709267,-205311677.52486175,-205311686.6589981,290352368.1851363,410620058.87587905,1642481422.1836612,1642481213.9006834,134.7988749624687,188.1530720427355,62.08400845640543,1642481422.1836612,-53.35419708026905,72.71486650605885,-1642481287.3847823,126.06906358632648,-1642481234.0306036,-1642481360.0996482,-192.3469015358762,80.13851843769942,-57.16326309868677,-159.02477759706937,-82.23827196531356,0.0,101.86151449837993,25.07500886662878,-57.16326309868677,-76.78650563175428,-159.02477759706937,-82.23827196531356,2.7599999999999913,4.706666666666678,9.895999999999953,9.02133333333333,10.949333333333321,12.114666666666754,9.11466666666662,14.703999999999978,13.202666666666738,13.797333333333349,0.12500048870873126,0.12499966808289659,0.12499928850601068,0.12499966120866253,0.1250003054952879,0.1250004766481401,0.1250000343541117,0.12499953208505046,0.1249994853016331,0.12499991031512508,0.12500030070205972,0.12500029294294562,0.12500005407407092,0.12499988567126084,0.12499992874101204
12000,51327929.94485218,102655835.82558727,14.898978503119443,9.165138264048261,3.9560351950732464,205311691.7592547,5.733840239070815,10.94294330804626,-205311676.86027646,5.209103068975087,-205311682.59411702,-205311687.8032203,290352367.9724917,410620059.9382077,1642481424.4640603,1642481231.2278433,130.73135939285575,178.52458552061373,84.76953614435057,1642481424.4640603,-47.79322612776021,45.96182324850127,-1642481293.7327,93.75504937626114,-1642481245.9394932,-1642481339.6945302,-170.70729007772374,103.52205592372253,-58.22760856735898,-158.99428697299712,-58.597177182278635,0.0,100.76667840563587,0.3695686149225088,-58.22760856735898,-100.39710979071575,-158.99428697299712,-58.597177182278635,2.706666666666657,4.760000000000012,9.791999999999963,8.498666666666688,11.57600000000004,11.090666666666664,10.325333333333306,14.530666666666637,13.189333333333407,13.797333333333349,0.1250004883637528,0.12499966938435948,0.12499928671795357,0.12499965938633047,0.12500030974503443,0.12500047912939102,0.12500004201741644,0.12499953009033678,0.12499948855229254,0.1249999070291882,0.12500030281138108,0.12500029887187636,0.12500005615747534,0.12499989102002264,0.12499992350475443
12400,51327932.72363599,102655836.97602086,17.87250830616654,10.598742149328695,2.696310478491776,205311699.7269809,7.273766156837418,15.17619782767467,-205311681.85447323,7.902431670836944,-205311689.12823975,-205311697.0306718,290352367.96413344,410620055.8878627,1642481427.1968386,1642481224.374779,147.99243929001727,186.89314693567098,73.47422701992801,1642481427.1968386,-38.900707645655665,74.51821227008477,-1642481279.2043998,113.41891991574022,-1642481240.3037217,-1642481353.7226236,-172.75709600770574,104.04096022479422,-56.76764993834435,-157.4463930581261,-57.37703167230624,0.0,100.67874311977943,0.6093817339642889,-56.76764993834435,-100.06936138581814,-157.4463930581261,-57.37703167230624,3.146666666666669,4.32,9.639999999999954,8.74133333333335,11.485333333333363,11.002666666666643,10.735999999999997,14.426666666666618,13.037333333333414,13.730666666666686,0.1250004905246751,0.12499966648221823,0.12499928246851144,0.12499965982424666,0.125000314076782,0.1250004826287723,0.12500004190650837,0.12499952456408096,0.12499948216856022,0.12499990557236662,0.12500030495183415,0.12500029686219497,0.1250000556454161,0.1249998886563178,0.12499993051497256
12800,51327928.85578799,102655830.08369812,14.926347479397636,12.701528748930379,0.4790240226787047,205311687.31624874,2.2248187304668723,14.447323456718948,-205311672.3899014,12.222504726251739,-205311674.61472154,-205311686.83722642,290352369.1338425,410620064.7839126,1642481429.7394311,1642481241.244995,131.96463184436865,175.51696645539323,70.18000498191053,1642481429.7394311,-43.55233461102522,61.78462686245358,-1642481297.7747998,105.33696147347868,-1642481254.2224863,-1642481359.5594263,-182.04584656741662,84.10346158243749,-57.97656626325439,-151.48902965388646,-71.77670760177925,0.0,93.5124633906285,13.800141338526869,-57.97656626325439,-79.71232205210433,-151.48902965388646,-71.77670760177925,3.0533333333333332,4.413333333333336,9.365333333333309,9.287999999999979,11.21333333333334,11.626666666666697,9.618666666666616,14.791999999999973,13.221333333333405,13.67466666666669,0.12500048531022578,0.12499967224631138,0.12499928741324061,0.12499966424596674,0.1250003058423074,0.125000477265582,0.12500003474320764,0.12499953257905962,0.12499948519266148,0.1249999116402434,0.12500029980973548,0.12500029486925246,0.12500005360334232,0.12499988667400769,0.12499993025298721
13200,51327930.880274594,102655838.96989353,14.949975354146561,7.840679481449058,3.156211846775027,205311697.57422668,7.109295872696986,11.793763507371473,-205311682.6242541,4.684467634674064,-205311689.73355052,-205311694.4180188,290352369.2014363,410620061.95267904,1642481432.134149,1642481245.3496037,129.69400300718624,170.1961537332128,86.23520969883285,1642481432.134149,-40.502150726028255,43.45879330834929,-1642481302.4401507,83.96094403437759,-1642481261.9380195,-1642481345.8989418,-179.96172054263926,95.2377926958149,-56.269299418591615,-158.51233154796157,-66.45876436535251,0.0,102.24303212936555,10.189464946763538,-56.269299418591615,-92.05356718260607,-158.51233154796157,-66.45876436535251,2.6266666666666545,4.840000000000015,9.79999999999996,8.666666666666648,11.400000000000013,11.274666666666667,10.13866666666662,14.525333333333322,13.136000000000054,13.858666666666679,0.1250004905528808,0.12499966720609279,0.12499928688507883,0.12499965938280487,0.12500031142215612,0.12500047637515654,0.12500003594600534,0.1249995249772157,0.12499948696504624,0.1249999116960805,0.12500030509863003,0.12500029749229394,0.12500005010016135,0.1249998865009627,0.12499992841294891
13600,51327931.1702885,102655842.84710589,14.40228942167597,5.091180681663045,0.8257436167947907,205311704.3619393,9.311108740012576,13.576545804881137,-205311689.95965004,4.2654370648682365,-205311699.27075875,-205311703.53619558,290352369.5852262,410620058.82413137,1642481434.5271106,1642481245.6988523,131.53965539262006,174.13946956851615,66.02812433281774,1642481434.5271106,-42.599814175896924,65.51153105979891,-1642481302.987455,108.1113452356953,-1642481260.3876605,-1642481368.4989944,-187.46932859119028,107.44428443497495,-59.92992910417505,-168.8227883084759,-64.88718824781847,0.0,108.8928592042968,4.957259143646325,-59.92992910417505,-103.93560006065371,-168.8227883084759,-64.88718824781847,3.066666666666667,4.400000000000002,9.325333333333282,8.877333333333324,11.66400000000003,11.378666666666685,10.050666666666626,14.885333333333302,12.213333333333415,14.405333333333315,0.12500049341772942,0.12499965972931087,0.12499928118072873,0.12499966042145125,0.12500031597383413,0.12500048644766693,0.12500003168152063,0.12499952148015318,0.12499948007659613,0.12499991709572492,0.12500030644134635,0.12500029624983774,0.12500004290849875,0.12499988376758824,0.12499992912061206
14000,51327931.40247671,102655838.14725642,17.91836926435579,6.739326913868077,4.0986674550092514,205311696.85354242,11.179042350487437,13.81970180934665,-205311678.93517277,2.640659458858841,-205311690.11421472,-205311692.7548751,290352369.99331564,410620060.21477073,1642481436.9959154,1642481237.4673126,146.19549430560406,174.8872805973751,83.97521571596843,1642481436.9959154,-28.691786291772473,62.22027858963207,-1642481290.8004158,90.91206488140352,-1642481262.1086454,-1642481353.0206988,-175.54487362246243,110.49086604232266,-53.74078005068775,-163.72109889906886,-56.65931522567865,0.0,109.98031884837705,2.9185351749934836,-53.74078005068775,-107.06178367338688,-163.72109889906886,-56.65931522567865,2.9599999999999973,4.506666666666672,9.498666666666624,8.402666666666653,11.965333333333385,11.562666666666702,10.063999999999963,14.22399999999996,13.640000000000049,13.442666666666703,0.12500049101148933,0.12499966997191869,0.12499928519263653,0.12499966378899212,0.12500030943423635,0.12500047917833232,0.1250000353501683,0.12499952528741548,0.12499948414712371,0.12499990651616968,0.12500030406858223,0.12500029588811187,0.1250000520105582,0.12499989057436034,0.12499992937319432
14400,51327929.98382398,102655835.5824813,15.25518379950761,9.129981892929868,-0.690569517046888,205311696.24069822,6.125201906577481,15.94575331655451,-205311680.98551473,9.820551409976831,-205311687.11071578,-205311696.93126824,290352370.73417926,410620064.11697316,1642481439.6372736,1642481246.0877066,129.80969308803083,177.04268844696057,64.23350849813704,1642481439.6372736,-47.23299535893059,65.57618458989081,-1642481309.8275733,112.8091799488209,-1642481262.5946033,-1642481375.403761,-187.05309379399375,84.28568886350506,-57.47984474126748,-156.27950926352548,-75.20859935056502,0.0,98.79966452225437,17.728754609300097,-57.47984474126748,-81.07090991295885,-156.27950926352548,-75.20859935056502,2.9466666666666637,4.520000000000006,9.685333333333263,9.17866666666666,11.002666666666649,11.88266666666673,9.370666666666622,14.629333333333316,13.296000000000067,13.754666666666685,0.12500049076116407,0.1249996670363372,0.1249992870701038,0.12499965983490718,0.1250003089863461,0.12500047738823494,0.12500003434366824,0.12499952779147926,0.12499948367207626,0.12499991026162512,0.12500030199445583,0.1250002960822988,0.1250000519930723,0.12499988695373172,0.12499992868868691
14800,51327927.978628166,102655832.71522653,16.709091454361502,6.532937488109545,-1.187023973630389,205311689.85950583,10.176153966251626,17.896115427991948,-205311673.15041503,7.719961461740005,-205311683.32656875,-205311691.04653028,290352371.6057942,410620062.18540925,1642481442.408733,1642481239.4490347,139.73201964853715,184.90229418227037,69.41904947854631,1642481442.408733,-45.1702745337337,70.31297016998721,-1642481302.6767113,115.48324470372023,-1642481257.50646,-1642481372.9896886,-190.9096574906681,85.36129731717232,-58.29042724906374,-167.40380787252582,-84.3788778281124,0.0,109.11338062345912,26.088450579051017,-58.29042724906374,-83.02493004441149,-167.40380787252582,-84.3788778281124,2.3466666666666556,5.120000000000022,9.887999999999943,9.09600000000001,10.882666666666651,11.514666666666699,10.111999999999957,14.167999999999964,13.016000000000084,14.122666666666664,0.12500049054038714,0.12499966766347974,0.12499929063573029,0.12499966200056485,0.1250003056840982,0.125000475689823,0.12500003057227915,0.12499952959452107,0.12499948358615982,0.12499991555641636,0.12500029992211825,0.12500029484271527,0.12500004768268394,0.12499988796122359,0.12499992806476476
15200,51327928.87332178,102655833.41344406,16.423055588540937,7.910142955697856,-0.23213807854347351,205311691.3922254,8.512912632842777,16.655193667084454,-205311674.96916848,8.142281034241398,-205311683.4820826,-205311691.62436435,290352371.9851816,410620064.17257315,1642481445.3824394,1642481248.1630378,140.69240449630945,180.54488886744085,64.79329287534937,1642481445.3824394,-39.85248437113126,75.89911162095669,-1642481304.690034,115.75159599208835,-1642481264.8375735,-1642481380.589143,-183.7603830683295,93.28732759590923,-58.47214981368574,-161.1196978200515,-72.16227062482814,0.0,102.64754800636221,13.690120811144752,-58.47214981368574,-88.95742719522096,-161.1196978200515,-72.16227062482814,2.6933333333333227,4.773333333333346,9.658666666666642,9.823999999999979,10.38399999999995,12.202666666666746,9.322666666666608,14.269333333333316,13.709333333333378,13.42933333333337,0.12500049044154918,0.12499966977210321,0.1249992882374265,0.12499965869359614,0.12500030427932743,0.1250004775558894,0.12500004035133866,0.12499953474586975,0.12499948279233569,0.12499990409611757,0.1250002954243218,0.12500029947050126,0.12500006054403603,0.12499989305294518,0.12499992329573426
15600,51327933.47232923,102655846.53636014,15.22832040222607,5.179977710614899,0.4589386349290666,205311713.0220771,10.048342691610838,14.769381767297068,-205311697.79375958,4.721039075685942,-205311707.84210107,-205311712.56314173,290352371.70930624,410620063.521777,1642481448.469197,1642481261.594865,131.5284027034804,172.6936368615894,74.54857370630529,1642481448.469197,-41.165234158109236,56.979828997171715,-1642481316.9407897,98.14506315528077,-1642481275.7755673,-1642481373.9206202,-187.1177165790262,89.38726150699462,-58.31121909345474,-162.42140288214406,-76.34081498347474,0.0,104.11018378868519,18.029595890022943,-58.31121909345474,-86.08058789866617,-162.42140288214406,-76.34081498347474,2.919999999999996,4.546666666666673,9.23199999999994,8.99733333333337,11.637333333333375,10.714666666666636,10.79466666666668,14.330666666666634,13.320000000000048,13.773333333333351,0.12500049628923032,0.12499966081734057,0.12499927813749849,0.12499965805725073,0.12500031573929077,0.12500048441951042,0.12500003384438851,0.124999521493438,0.12499947872887036,0.12499991300765977,0.12500030665265005,0.12500029973871435,0.1250000466729201,0.1249998847163522,0.1249999283936976
16000,51327934.280700706,102655847.3247158,15.154750603805544,6.0819340450379515,2.9615609378239354,205311712.9245543,9.072816558767245,12.193189665981564,-205311697.76980397,3.120373107214129,-205311706.84262326,-205311709.9629958,290352372.07773894,410620069.16782624,1642481451.2965603,1642481275.323991,131.2093350671065,150.8338402867894,82.43606489638272,1642481451.2965603,-19.624505219682884,48.77327017072022,-1642481320.0872214,68.39777539040234,-1642481300.462748,-1642481368.8604896,-171.48242310552862,88.50745345609363,-58.732430309966674,-146.16819468908767,-64.2358105091943,0.0,87.43576437911766,5.503380199230119,-58.732430309966674,-81.9323841798912,-146.16819468908767,-64.2358105091943,2.973333333333331,4.4933333333333385,9.066666666666668,9.253333333333334,11.546666666666711,11.602666666666716,9.72266666666663,14.90133333333328,12.848000000000093,13.858666666666679,0.1250004952085422,0.12499966256231783,0.12499927619459622,0.12499965627638901,0.12500031533104047,0.12500049025238943,0.12500004567285372,0.12499952605881358,0.12499947879103405,0.124999902569845,0.12500030446042995,0.125000302227137,0.12500005782304857,0.12499989216389067,0.12499992272738826
16400,51327934.30142463,102655841.40806879,17.650914885377766,9.543863968550868,0.5980656854079709,205311709.41284993,8.10705091682663,17.052849199969852,-205311691.76193723,8.945798283142986,-205311699.8689884,-205311708.81478587,290352372.58415234,410620065.89624214,1642481454.0926266,1642481263.0870147,147.06308442782387,169.62345432253588,75.83981145443404,1642481454.0926266,-22.560369894712316,71.22327297338656,-1642481307.0295424,93.78364286809783,-1642481284.4691916,-1642481378.2528143,-180.39728452444345,84.38459441451162,-56.333968292802126,-156.97939689471258,-76.5227451181771,0.0,100.64542860190544,20.18877682537793,-56.333968292802126,-80.45665177653201,-156.97939689471258,-76.5227451181771,2.5999999999999868,4.866666666666682,9.397333333333322,9.157333333333332,11.312000000000022,11.850666666666717,9.743999999999955,14.242666666666635,13.632000000000048,13.464000000000034,0.12500049545070552,0.1249996672830889,0.12499927933501388,0.12499965695357637,0.12500030841826104,0.12500048521485285,0.12500003748467703,0.12499952751486239,0.12499947664136729,0.12499990573070026,0.12500030017270722,0.1250003027416836,0.12500005779012766,0.12499989218869359,0.12499992490928671
16800,51327932.34783143,102655841.82963315,16.350588065044462,6.515441518608137,4.618809902282481,205311701.90648377,9.835146546435926,11.731778162761909,-205311685.55589744,1.896631616325704,-205311695.39104497,-205311697.28767627,290352373.49243385,410620064.7683994,1642481457.1166337,1642481260.9987457,137.30826998092044,179.97420399955433,81.64500301511279,1642481457.1166337,-42.66593401863491,55.66326696580404,-1642481319.8083596,98.32920098443805,-1642481277.142455,-1642481375.4716299,-175.4410767954588,118.08932460096908,-55.73787504824826,-165.5431614739095,-50.1610717979939,0.0,109.80528642565683,-5.576803250251549,-55.73787504824826,-115.3820896759115,-165.5431614739095,-50.1610717979939,3.2266666666666715,4.2399999999999975,9.471999999999968,8.975999999999994,11.418666666666688,11.434666666666681,9.898666666666632,14.85599999999997,12.786666666666763,13.95733333333334,0.12500049155921483,0.1249996692282893,0.1249992834249529,0.12499965929960624,0.12500031079390586,0.12500048008944495,0.12500004202216655,0.12499952758657033,0.12499948305408796,0.12499990300653349,0.12500030100936724,0.12500029869938506,0.12500005890060958,0.12499989034408861,0.12499992716996276
17200,51327929.72357845,102655841.76441006,15.969940342774796,1.712804785683737,1.3309881292188552,205311699.88057753,14.257135557090656,14.638952213555942,-205311683.91063803,0.38181665646493307,-205311698.16777474,-205311698.54959244,290352374.5089115,410620068.82435244,1642481460.0628042,1642481276.1756315,133.6200120881578,172.70159179408697,70.02981854873173,1642481460.0628042,-39.08157970592943,63.590193539422984,-1642481326.4427903,102.67177324535118,-1642481287.361239,-1642481390.0329866,-185.82364023165536,103.08296172293207,-54.32651935647966,-164.2620186124284,-64.84966177522436,0.0,109.9354992559438,10.523142418747238,-54.32651935647966,-99.41235683719957,-164.2620186124284,-64.84966177522436,2.479999999999987,4.986666666666686,9.706666666666631,9.002666666666704,11.157333333333352,11.290666666666668,10.042666666666634,14.493333333333323,13.069333333333413,14.037333333333336,0.1250004938687685,0.12499966587069597,0.12499928642595942,0.12499965836066762,0.12500030783582766,0.1250004783088284,0.1250000389014568,0.12499953080245936,0.12499947982024899,0.12499990907097092,0.1250002979554149,0.12500029997945078,0.12500005305063877,0.124999894009136,0.12499992230397593
17600,51327934.54755627,102655847.91093385,15.98790149778364,5.19627594524081,-0.6601011413117717,205311717.66614586,10.791625552542516,16.64800263909535,-205311701.67824405,5.856377086552641,-205311712.46987092,-205311718.3262476,290352374.1707715,410620062.5074874,1642481463.0333946,1642481258.0375042,140.6307291472336,183.69432754671513,62.27170320184984,1642481463.0333946,-43.06359839948193,78.3590259453806,-1642481322.402662,121.42262434486183,-1642481279.3390822,-1642481400.7616968,-188.44790028061726,100.56793885275064,-60.51793742146852,-170.30089473051075,-72.99776533435302,0.0,109.78295730903744,12.479827912887256,-60.51793742146852,-97.30312939615357,-170.30089473051075,-72.99776533435302,2.6933333333333227,4.773333333333346,9.770666666666616,8.725333333333356,11.370666666666688,11.08266666666665,10.250666666666625,14.693333333333312,13.00266666666675,13.90400000000001,0.1250004983333816,0.12499966105522496,0.12499927757429019,0.1249996560392697,0.12500031645620605,0.12500048308238595,0.1250000353036821,0.12499951940016897,0.12499947614854517,0.12499991212262648,0.12500030668930504,0.1250002985877687,0.1250000496988873,0.12499988489295649,0.12499992991197878
18000,51327928.20096476,102655834.3523762,15.153138095755185,6.896414748176628,-1.7711775396012308,205311692.5254816,8.256723347578276,16.924315635356436,-205311677.3723447,8.667592287777877,-205311685.62906685,-205311694.29666045,290352375.8981946,410620073.4901417,1642481466.1537368,1642481274.0521035,134.81422934834234,172.77621916282015,65.09043837811033,1642481466.1537368,-37.96198981447773,69.72379097022913,-1642481331.3395045,107.68578078470624,-1642481293.3775344,-1642481401.0632923,-180.03159216677878,67.56678689219855,-58.274228050861495,-149.14892287502232,-84.73008697246136,0.0,90.87469482415591,26.455858921602736,-58.274228050861495,-64.41883590255661,-149.14892287502232,-84.73008697246136,2.9999999999999982,4.466666666666671,9.925333333333237,8.16000000000006,11.78133333333338,11.90666666666673,9.669333333333277,14.57333333333328,12.722666666666766,14.061333333333334,0.1250004907926617,0.12499966621928255,0.12499929204192783,0.1249996620882088,0.1250003087272433,0.1250004774519221,0.12500003215690111,0.12499952920662097,0.12499948795734862,0.1249999127538315,0.12500030373904697,0.1250002937375884,0.125000049829581,0.12499988544284367,0.1249999311405869
