,5rSUMMARY mean_0,5rSUMMARY mean_d_h2h1_0,5rSUMMARY mean_q1_0,5rSUMMARY mean_q2_0,5rSUMMARY mean_q3_0,5rSUMMARY mean_q4_0,5rSUMMARY mean_d_q1q2_0,5rSUMMARY mean_d_q1q3_0,5rSUMMARY mean_d_q1q4_0,5rSUMMARY mean_d_q2q3_0,5rSUMMARY mean_d_q2q4_0,5rSUMMARY mean_d_q3q4_0,5rSUMMARY std_0,5rSUMMARY std_d_h2h1_0,5rSUMMARY max_0,5rSUMMARY max_d_h2h1_0,5rSUMMARY max_q1_0,5rSUMMARY max_q2_0,5rSUMMARY max_q3_0,5rSUMMARY max_q4_0,5rSUMMARY max_d_q1q2_0,5rSUMMARY max_d_q1q3_0,5rSUMMARY max_d_q1q4_0,5rSUMMARY max_d_q2q3_0,5rSUMMARY max_d_q2q4_0,5rSUMMARY max_d_q3q4_0,5rSUMMARY min_0,5rSUMMARY min_d_h2h1_0,5rSUMMARY min_q1_0,5rSUMMARY min_q2_0,5rSUMMARY min_q3_0,5rSUMMARY min_q4_0,5rSUMMARY min_d_q1q2_0,5rSUMMARY min_d_q1q3_0,5rSUMMARY min_d_q1q4_0,5rSUMMARY min_d_q2q3_0,5rSUMMARY min_d_q2q4_0,5rSUMMARY min_d_q3q4_0,5rSUMMARY topFreq_1_0,5rSUMMARY topFreq_2_0,5rSUMMARY topFreq_3_0,5rSUMMARY topFreq_4_0,5rSUMMARY topFreq_5_0,5rSUMMARY topFreq_6_0,5rSUMMARY topFreq_7_0,5rSUMMARY topFreq_8_0,5rSUMMARY topFreq_9_0,5rSUMMARY topFreq_10_0,5rSUMMARY freq_011_0,5rSUMMARY freq_021_0,5rSUMMARY freq_032_0,5rSUMMARY freq_043_0,5rSUMMARY freq_053_0,5rSUMMARY freq_064_0,5rSUMMARY freq_075_0,5rSUMMARY freq_085_0,5rSUMMARY freq_096_0,5rSUMMARY freq_107_0,5rSUMMARY freq_117_0,5rSUMMARY freq_128_0,5rSUMMARY freq_139_0,5rSUMMARY freq_149_0,5rSUMMARY freq_160_0
8800,51329372.87730095,102658719.9149783,16.349407053088,9.490218047767705,-0.584728480485212,205317466.25430715,6.859189005319905,16.93413553357295,-205317449.90490165,10.074946528252886,-205317456.7640901,-205317466.83903977,290360548.16093045,410631627.3402574,1642527695.4637792,1642527499.4187248,145.57007453793074,179.28016474149197,45.493727375997715,1642527695.4637792,-33.71009020356074,100.07634716193371,-1642527549.893699,133.78643736549503,-1642527516.1836035,-1642527649.9700413,-165.4596571790122,103.48782238378425,-60.06201738036984,-155.4082729986746,-55.602789242700716,0.0,95.34625561830372,-4.459228137668563,-60.06201738036984,-99.80548375597205,-155.4082729986746,-55.602789242700716,3.026666666666668,4.440000000000007,10.181333333333235,9.130666666666714,10.554666666666655,12.034666666666828,9.21066666666646,14.677333333333381,13.28000000000003,13.7306666666667,0.1250004894904264,0.1249996736501759,0.12499929265509926,0.12499966281544912,0.12500030523024266,0.12500047765319405,0.12500003697261675,0.12499953445276267,0.1249994869153915,0.12499990851320883,0.12500029760313172,0.1250002975193705,0.12500005721242796,0.12499989393057233,0.12499992793631723
9200,51329375.50072138,102658731.66977397,14.335662623084296,4.996007918790169,1.2624928015378993,205317481.40872353,9.339654704293839,13.073169821546276,-205317467.073061,3.7335151172522334,-205317476.4127167,-205317480.14623106,290360548.1145073,410631630.60210395,1642527697.8324878,1642527510.4758701,125.27407146265855,166.40898850577153,67.14274015831793,1642527697.8324878,-41.13491704311281,58.13133130434045,-1642527572.558413,99.26624834745463,-1642527531.4235055,-1642527630.6897583,-178.6909017569159,99.52547852829622,-54.625622987156696,-158.0384550342591,-62.51758951243782,0.0,103.41283204710258,7.891966525281592,-54.625622987156696,-95.52086552182135,-158.0384550342591,-62.51758951243782,2.5866666666666553,4.880000000000019,9.54399999999987,9.309333333333358,11.013333333333335,11.370666666666759,10.77866666666653,14.053333333333343,13.138666666666659,13.592000000000041,0.12500049254861473,0.12499966437297744,0.12499928604336066,0.1249996614309397,0.12500031088720362,0.1250004816881291,0.12500003452215075,0.12499952650693079,0.1249994844302835,0.12499991212674429,0.1250003046371001,0.12500029687279865,0.12500004928037564,0.12499988723764964,0.12499992821340063
9600,51329374.41652523,102658727.69791774,14.72785996617024,6.4072735175592275,-0.3640513154076105,205317476.8950168,8.320586448610717,15.091911281577744,-205317462.1671591,6.771324832966888,-205317470.48774478,-205317477.2590712,290360548.7528471,410631626.17050797,1642527700.246501,1642527500.5341556,129.51626273458862,186.6803493105092,76.43578192125315,1642527700.246501,-57.164086575919804,53.08048081333585,-1642527570.7302396,110.24456738925645,-1642527513.5661411,-1642527623.8107116,-194.80801951932582,85.40804456179603,-58.4036612792532,-167.42897000397792,-84.81040834158533,0.0,109.0253087247244,26.40674706233252,-58.4036612792532,-82.61856166239242,-167.42897000397792,-84.81040834158533,2.9066666666666645,4.56000000000001,9.642666666666614,8.7093333333333,11.514666666666708,11.594666666666779,9.973333333333162,14.778666666666684,12.70666666666673,13.880000000000026,0.12500048997120508,0.12499966496559121,0.12499928477855252,0.12499965949847205,0.1250003083667662,0.12500048091333715,0.12500003555127576,0.12499953023131895,0.12499948175838942,0.12499990832010022,0.12500029948058433,0.1250002965399757,0.1250000522936377,0.12499988771719521,0.1249999263068157
10000,51329377.11204256,102658728.79341407,17.542024296496344,7.888647780015421,2.6753991324343946,205317480.34209973,9.653376516480515,14.866625164061748,-205317462.80007568,5.213248647581054,-205317472.45345357,-205317477.6667015,290360548.7028126,410631629.05343515,1642527702.6678011,1642527512.3522558,144.51110298288376,166.93901359274966,81.98229250442247,1642527702.6678011,-22.427910609866018,62.528810478461885,-1642527558.1566913,84.95672108832903,-1642527535.7287915,-1642527620.685499,-177.76563952488652,96.36260383995905,-56.744643913948266,-159.38991397417493,-66.03824164787295,0.0,102.64527006022705,9.293597733925282,-56.744643913948266,-93.3516723263029,-159.38991397417493,-66.03824164787295,2.519999999999989,4.946666666666688,9.674666666666559,8.832000000000004,11.360000000000024,11.194666666666755,10.0586666666665,14.562666666666722,13.46400000000002,13.653333333333372,0.12500049084358567,0.12499966774424384,0.12499928557302338,0.1249996633644079,0.12500031216541893,0.12500047790392974,0.1250000342458356,0.12499952152992094,0.12499948537604427,0.12499991141550346,0.12500030539493007,0.12500029583103742,0.125000046902864,0.1249998885509134,0.12499992981420385
10400,51329377.41769693,102658732.38269372,15.94755687869588,6.50514377619083,-0.7480853701978545,205317487.96617103,9.442413102504739,16.695642248893584,-205317472.01861408,7.253229146388652,-205317481.4610284,-205317488.71426007,290360549.10313994,410631628.2000793,1642527705.1671426,1642527508.008312,141.22702536420692,174.1301739754604,62.556163541080025,1642527705.1671426,-32.903148611253094,78.6708618231278,-1642527563.9401133,111.57401043438271,-1642527531.0369642,-1642527642.6109715,-185.4333998756716,89.2327770935587,-59.33137227793417,-158.19111487744908,-74.0096033771269,0.0,98.85974259951608,14.67823109919331,-59.33137227793417,-84.1815115003232,-158.19111487744908,-74.0096033771269,2.373333333333324,5.093333333333359,9.76266666666659,8.80800000000001,11.296000000000033,11.72266666666679,9.69066666666648,14.597333333333387,13.408,13.514666666666713,0.1250004956133436,0.12499966462180473,0.12499928382012915,0.12499965741209836,0.12500031025138317,0.12500048101913408,0.12500003493603123,0.12499952565131142,0.1249994797372589,0.1249999101318917,0.12500030300710485,0.12500029846648383,0.12500005300658715,0.12499988845127447,0.12499992704623081
10800,51329376.58357579,102658729.76926062,15.947908705889864,7.449983398222384,0.8047000140968004,205317482.13171127,8.497925307667188,15.143208691792951,-205317466.18380278,6.645283384125554,-205317474.68172848,-205317481.32701463,290360549.7155805,410631630.7924477,1642527707.6893516,1642527519.928562,135.71148465549132,173.83934167578533,76.59068413050213,1642527707.6893516,-38.12785702029354,59.120800524989924,-1642527571.9778674,97.2486575452845,-1642527533.8500166,-1642527631.0986645,-181.73521575247602,82.21861117299976,-54.98287088490861,-152.59687649983027,-75.66246499216604,0.0,97.61400561492306,20.67959410725783,-54.98287088490861,-76.9344115076648,-152.59687649983027,-75.66246499216604,3.21333333333334,4.253333333333335,9.119999999999925,8.96266666666668,11.784000000000066,11.674666666666791,9.823999999999819,14.70133333333338,12.845333333333365,13.888000000000025,0.12500049189206483,0.12499966733246319,0.12499928536479571,0.12499966023259819,0.12500031109949716,0.1250004784740733,0.12500003617517166,0.1249995267327538,0.12499948075436303,0.1249999104927193,0.12500030109716673,0.12500029706781413,0.1250000527099911,0.12499988844618155,0.12499992961697215
11200,51329376.82239608,102658727.68860593,17.459499251865985,8.496687709339001,-1.8899253214740315,205317483.22332227,8.962811542526715,19.349424573339896,-205317465.76382342,10.38661303081306,-205317474.7266357,-205317485.11324978,290360550.1392101,410631631.809755,1642527710.2497294,1642527516.092908,145.23990791303896,169.56789984972963,62.21228723458456,1642527710.2497294,-24.327991936689926,83.02762067845522,-1642527565.0098176,107.35561261514624,-1642527540.6818082,-1642527648.0374255,-184.15143232499742,73.82752045872819,-55.93461985623655,-151.91618880444895,-82.79117425573672,0.0,95.98156894821436,26.85655439950095,-55.93461985623655,-69.12501454871364,-151.91618880444895,-82.79117425573672,2.4933333333333225,4.973333333333355,9.66133333333326,8.488000000000042,11.717333333333407,11.93866666666682,9.845333333333135,14.106666666666678,13.136000000000013,13.90666666666669,0.12500049417313208,0.12499966796387213,0.12499928533372677,0.12499966082847212,0.1250003058825836,0.1250004806208009,0.12500003183162606,0.12499953047174167,0.12499947771825623,0.12499991316458195,0.12500029850239391,0.12500030012857075,0.12500005181338228,0.12499989057089547,0.12499992528423988
11600,51329378.00445343,102658736.397915,14.155577572656147,5.455415358859671,-0.5092544196201348,205317492.91607475,8.700162213796196,14.664831992276081,-205317478.76049656,5.9646697784797285,-205317487.46066165,-205317493.42533258,290360550.3698231,410631632.9343931,1642527712.695295,1642527532.7513328,126.95303536740866,165.8595670251741,61.31588566947981,1642527712.695295,-38.90653165776493,65.63714969792986,-1642527585.7422497,104.54368135569564,-1642527546.8357067,-1642527651.3794024,-179.39720939424868,94.47457476864072,-57.12652960120841,-162.0880782134011,-70.88193976353952,0.0,104.96154861219357,13.755410162332009,-57.12652960120841,-91.20613844986208,-162.0880782134011,-70.88193976353952,2.8799999999999972,4.5866666666666775,9.541333333333244,8.864000000000024,11.461333333333378,11.226666666666752,10.351999999999807,13.794666666666734,13.808,13.752000000000033,0.1250004956402126,0.12499966174450589,0.1249992792440845,0.12499965773238218,0.12500031372867695,0.12500048664203983,0.1250000379400448,0.12499952599373935,0.12499947942992021,0.12499991057436487,0.12500030639547993,0.12500029913528438,0.12500005200678305,0.12499988749341213,0.12499992638017016
12000,51329376.72852146,102658733.27977039,15.993543368003264,4.183730235312847,3.1200209123860727,205317483.6167909,11.809813132690175,12.87352245561709,-205317467.6232488,1.0637093229266852,-205317479.43306282,-205317480.49677292,290360551.09367514,410631633.80711824,1642527715.3863537,1642527533.153629,139.33326934990893,165.65783881378172,75.50495145892508,1642527715.3863537,-26.324569463873832,63.82831789098469,-1642527576.0530818,90.15288735486048,-1642527549.7285113,-1642527639.8813922,-163.2838128977171,99.5022875205612,-56.74746073696942,-152.31974129352255,-55.99104428149674,0.0,95.57228055655402,-0.7564164554716447,-56.74746073696942,-96.32869701202642,-152.31974129352255,-55.99104428149674,2.7866666666666613,4.680000000000014,9.714666666666579,8.456000000000037,11.696000000000065,11.338666666666757,10.186666666666461,14.458666666666707,13.296000000000028,13.653333333333372,0.12500049477498085,0.12499966733629143,0.12499928828386003,0.1249996586157179,0.125000312804072,0.12500047894395955,0.12500003927125314,0.12499952633050905,0.12499948652126976,0.12499990816335657,0.12500030442881468,0.12500030010747698,0.12500005347903284,0.1249998923369842,0.12499992712583677
12400,51329378.72740901,102658731.52724008,14.601737296059063,11.325842765819864,-0.17919813957318326,205317489.16125432,3.275894530239018,14.780935435632129,-205317474.5595181,11.50504090539291,-205317477.83541355,-205317489.34045598,290360551.2296603,410631630.2979589,1642527718.1303065,1642527518.9614375,127.63285560364862,188.69202521378622,71.17612719602343,1642527718.1303065,-61.059169610136486,56.456728407626485,-1642527590.4974477,117.51589801776453,-1642527529.4382803,-1642527646.9541688,-185.9728306681628,89.26190203728447,-59.20720687561573,-163.05809261899356,-78.02104675447677,0.0,103.8508857433772,18.813839878862066,-59.20720687561573,-85.03704586451724,-163.05809261899356,-78.02104675447677,3.160000000000005,4.306666666666669,9.874666666666558,8.824000000000042,11.168000000000024,11.994666666666813,9.55199999999978,14.485333333333392,13.623999999999988,13.277333333333393,0.1250004908329462,0.1249996662523912,0.12499927752163005,0.12499965981122894,0.12500031118059926,0.12500048620799037,0.12500003576953136,0.1249995277841164,0.12499947973121879,0.1249999061139337,0.12500030384479813,0.12500029760565895,0.12500005532629108,0.12499988530421448,0.12499992929566792
12800,51329374.79390561,102658723.77033344,18.095531947170016,7.721947298963667,0.2840236085790264,205317473.07411984,10.373584648206029,17.811508338590716,-205317454.97858766,7.437923690384564,-205317465.35217372,-205317472.7900988,290360552.4460298,410631633.37292093,1642527720.863015,1642527519.9086795,145.8954624884373,177.92070894217196,71.8659798451182,1642527720.863015,-32.025246453733864,74.02948264331998,-1642527574.9675508,106.05472909705462,-1642527542.942303,-1642527648.997028,-182.7612951444131,89.52066496629418,-55.66173913420961,-160.43555975541938,-75.06590650985807,0.0,104.77382062120999,19.404167375649205,-55.66173913420961,-85.36965324556247,-160.43555975541938,-75.06590650985807,2.613333333333323,4.853333333333352,9.885333333333229,8.672000000000008,11.309333333333356,11.338666666666757,10.015999999999782,14.394666666666728,13.352000000000025,13.832000000000027,0.12500048967280106,0.1249996703240456,0.12499929292722638,0.12499966210696056,0.125000304999531,0.12500047300957404,0.12500003306759136,0.12499953092489915,0.12499948539847416,0.12499991104454451,0.12500030049237565,0.12500029563806742,0.12500005062433156,0.12499989098675264,0.12499992869462372
13200,51329375.90242539,102658724.3320352,15.655033038600413,11.817783723668372,0.5066827783291805,205317475.63020146,3.837249314931757,15.148350260271084,-205317459.97516957,11.311100945339124,-205317463.81241786,-205317475.12352183,290360552.7595865,410631634.9442814,1642527723.6897976,1642527526.9129908,136.07243136093774,180.21386551344764,65.14873704465836,1642527723.6897976,-44.14143415250749,70.92369431628076,-1642527587.6173687,115.06512846878992,-1642527543.4759328,-1642527658.5410473,-166.75922572808034,88.594580145436,-57.90204182001435,-150.9896874278871,-66.54727655588609,0.0,93.08764560787273,8.645234735872705,-57.90204182001435,-84.44241087200174,-150.9896874278871,-66.54727655588609,3.026666666666668,4.440000000000007,9.514666666666553,8.901333333333364,11.450666666666704,12.058666666666818,9.610666666666429,14.626666666666697,13.189333333333327,13.44800000000005,0.1250004889733333,0.12499967289553998,0.12499929017924723,0.12499966377523986,0.1250003075705847,0.1250004779047304,0.12500003414587937,0.12499953038973301,0.1249994861820764,0.12499991228670469,0.1250003010508807,0.12500029613049843,0.12500005479412368,0.12499988854664529,0.12499993190556488
13600,51329375.66267818,102658730.2694027,14.85332358164452,6.20263100504111,1.9176270634453991,205317479.67713073,8.6506925766031,12.935696518198947,-205317464.82380772,4.2850039415956465,-205317473.47450092,-205317477.759507,290360553.3301203,410631632.2336872,1642527726.5765753,1642527527.3777342,130.3772504439625,184.67009290439148,75.68589978682535,1642527726.5765753,-54.292842460428034,54.69135065713807,-1642527596.1993244,108.98419311756815,-1642527541.906467,-1642527650.890662,-184.54530475791475,106.3809250229797,-58.302412862789055,-169.129645432413,-65.77447111287364,0.0,110.82723256962308,7.472058250085602,-58.302412862789055,-103.35517431953853,-169.129645432413,-65.77447111287364,2.6666666666666576,4.800000000000017,9.279999999999916,8.645333333333337,11.941333333333406,11.658666666666784,9.674666666666434,14.858666666666704,13.272000000000013,13.469333333333381,0.12500049046266265,0.12499966854114937,0.12499928940363628,0.12499965948479307,0.12500030824481123,0.1250004733648537,0.12500003568543383,0.12499952773733054,0.12499948740349036,0.12499991137429921,0.1250003017570922,0.125000297819361,0.12500004967887046,0.12499988973944222,0.12499992532183787
14000,51329376.48650081,102658728.5182203,16.147311791323112,8.307471424913937,1.0754836602496072,205317480.415738,7.839840366408921,15.071828131073403,-205317464.2684257,7.231987764664265,-205317472.10826698,-205317479.34025776,290360553.71483535,410631637.88054323,1642527729.5085747,1642527538.201138,136.69978392692397,176.04606348197572,80.35971941266718,1642527729.5085747,-39.346279555050764,56.34006451425769,-1642527592.808789,95.68634406930981,-1642527553.4625,-1642527649.148857,-177.80259927477073,74.94300054993445,-54.15147296399979,-148.594548514707,-77.19238158857941,0.0,94.443075550706,23.040908624580002,-54.15147296399979,-71.402166926127,-148.594548514707,-77.19238158857941,2.9599999999999995,4.506666666666676,9.247999999999918,9.08533333333333,11.533333333333376,11.802666666666797,9.458666666666435,14.482666666666725,13.64000000000001,13.549333333333378,0.12500048952256668,0.12499966751086271,0.12499928630473905,0.12499966172821361,0.12500031014567808,0.12500047907335154,0.12500003837667464,0.12499952809391585,0.12499948532669254,0.12499990825018088,0.12500030314893368,0.12500029618798217,0.12500005304925094,0.1249998889459655,0.12499992852568663
14400,51329377.637077786,102658731.81169203,15.606266967766999,7.856197705855811,1.0730722524887657,205317486.01277342,7.7500692619109195,14.533194715278084,-205317470.4065086,6.783125453366971,-205317478.1565773,-205317484.9397041,290360554.0608456,410631633.45358175,1642527732.555199,1642527539.8296661,136.2964639888416,179.88290911866534,64.42571906107844,1642527732.555199,-43.58644512982321,71.87074492776414,-1642527596.2587295,115.45719005758916,-1642527552.672271,-1642527668.1294749,-184.421600771025,111.53045441161169,-58.247305304316214,-169.36038138684486,-61.30494894362301,0.0,111.11307608252855,3.057643639307895,-58.247305304316214,-108.05543244322061,-169.36038138684486,-61.30494894362301,2.826666666666662,4.640000000000012,9.330666666666525,8.405333333333385,12.130666666666748,11.38666666666677,10.431999999999805,14.370666666666715,12.768000000000002,13.97600000000002,0.1250004906185242,0.12499966450465103,0.12499928427301855,0.12499966072547919,0.12500031545995263,0.12500047892215005,0.12500003470392793,0.12499952209505835,0.12499948585010497,0.12499991252526405,0.12500030802977044,0.12500029407050714,0.1250000459659691,0.12499988294802943,0.12499993192834033
14800,51329378.32111247,102658733.67516094,17.804422014282526,5.162643753002236,0.9659349577106794,205317489.35144728,12.641778261280017,16.838487056571747,-205317471.54702654,4.196708795291466,-205317484.18880713,-205317488.38551742,290360554.4944572,410631635.9490293,1642527735.6154754,1642527542.6691086,142.37233129649505,169.0197830309391,74.71541717019045,1642527735.6154754,-26.6474517344439,67.65691412630548,-1642527593.2431457,94.30436586075069,-1642527566.5956736,-1642527660.9000442,-184.91888205224038,91.40529066761547,-54.599900066795456,-158.9783345848112,-72.42767572330209,0.0,104.378434518014,17.82777565650708,-54.599900066795456,-86.55065886150767,-158.9783345848112,-72.42767572330209,2.6799999999999913,4.786666666666683,9.22399999999991,9.546666666666656,11.096000000000009,11.61066666666678,9.714666666666469,14.274666666666738,13.293333333333361,14.040000000000015,0.1250004945110895,0.12499966457200841,0.12499928477717415,0.12499965971402556,0.12500031223139282,0.1250004763824263,0.1250000324708121,0.12499952275918913,0.1249994833398587,0.12499991444667705,0.12500030691842112,0.12500029668075793,0.12500004734363407,0.12499988517297718,0.12499992920662636
15200,51329372.97784336,102658721.94493632,16.997552630549382,7.013198400825801,1.536870496617838,205317466.3637517,9.984354229723245,15.460682133931334,-205317449.36620015,5.4763279042078805,-205317459.35055348,-205317464.82688436,290360556.0120703,410631644.0703966,1642527738.5893097,1642527551.9992566,140.76878910590693,162.805153991508,72.84755830534266,1642527738.5893097,-22.036364885600857,67.921230800565,-1642527597.8205252,89.95759568616731,-1642527575.7841449,-1642527665.7417386,-165.02236124991717,84.29203151948019,-55.6143321214882,-146.2790865667943,-66.05772413420854,0.0,90.66475444530457,10.443392012721347,-55.6143321214882,-80.22136243258419,-146.2790865667943,-66.05772413420854,2.43999999999999,5.02666666666669,10.423999999999923,8.565333333333363,10.877333333333345,11.474666666666778,9.93066666666647,15.154666666666687,12.760000000000039,13.613333333333374,0.1250004882711846,0.12499967479585182,0.12499929748586246,0.12499966236498146,0.1250003052936269,0.12500047061106542,0.12500003917857602,0.12499953551992217,0.12499949014264532,0.12499990768788269,0.12500029654887393,0.1250002970834304,0.1250000577466352,0.12499989427164242,0.12499992787097042
15600,51329373.47113084,102658727.80967474,14.400767298756927,4.731820669831776,-1.9833647075772998,205317476.73529947,9.668946628924838,16.38413200633415,-205317462.33453175,6.715185377408961,-205317472.0034802,-205317478.71866706,290360556.4623948,410631641.63164634,1642527741.550151,1642527555.9680305,127.6008052236902,166.87184899219358,72.95595327226566,1642527741.550151,-39.271043768502956,54.64485195142557,-1642527613.949342,93.9158957199298,-1642527574.6782923,-1642527668.5941885,-198.71974517934203,68.3141592685921,-57.344836459099454,-159.5718663151486,-94.28967017031175,0.0,102.2270298560482,36.94483371121364,-57.344836459099454,-65.28219614483505,-159.5718663151486,-94.28967017031175,2.413333333333324,5.053333333333358,10.175999999999911,7.989333333333361,11.701333333333388,11.370666666666759,10.133333333333137,14.418666666666711,13.221333333333366,13.789333333333364,0.1250004899128413,0.12499966423104959,0.124999289919656,0.12499966026593944,0.12500030868185377,0.12500047538988085,0.12500003292717501,0.1249995285071943,0.12499948526006895,0.124999911655903,0.12500030071296037,0.12500029243261657,0.1250000500598178,0.12499988381281016,0.1249999297219115
16000,51329374.226639174,102658723.25112778,14.984866643135938,10.217285766251369,1.5085772116413776,205317470.19582668,4.767580876884249,13.47628943149434,-205317455.21096146,8.708708554609887,-205317459.9785429,-205317468.68725324,290360556.8635042,410631640.5893344,1642527744.503929,1642527546.5080194,131.38027360372692,183.84091175003073,75.06944275857894,1642527744.503929,-52.46063814630293,56.31083084514878,-1642527613.1236486,108.77146899145406,-1642527560.6630187,-1642527669.4344842,-173.53347286074262,90.52620660599752,-58.09878584881425,-155.15305846997387,-68.45521560105792,0.0,97.05427262115802,10.356429752245074,-58.09878584881425,-86.6978428689138,-155.15305846997387,-68.45521560105792,3.21333333333334,4.253333333333335,10.06399999999992,8.794666666666679,11.008000000000012,11.306666666666754,10.397333333333155,14.530666666666702,12.810666666666686,13.888000000000025,0.1250004853509673,0.12499967243111941,0.12499929352042663,0.12499966457452709,0.1250003053108535,0.1250004766316722,0.12500003455931077,0.12499953411765484,0.1249994883687448,0.12499991061313925,0.12500029792221792,0.12500029623290673,0.12500005107055853,0.12499989315592268,0.1249999271253302
16400,51329376.17151495,102658731.20848088,15.832715873349002,5.301833661353669,0.8936813535978719,205317482.6578285,10.530882211994971,14.939034519751011,-205317466.82511285,4.408152307755747,-205317477.35599616,-205317481.7641506,290360557.0641186,410631641.9683172,1642527747.547928,1642527560.1462598,133.2548392122032,169.23287881145453,73.91987499326184,1642527747.547928,-35.978039599250444,59.334964218941856,-1642527614.2930896,95.31300381819456,-1642527578.3150518,-1642527673.6280587,-180.32213740322734,89.55142393922682,-56.54476846561205,-158.83364761102527,-72.20831108521651,0.0,102.28887914541177,15.663542619606597,-56.54476846561205,-86.62533652580632,-158.83364761102527,-72.20831108521651,2.9066666666666645,4.56000000000001,8.751999999999907,9.125333333333352,11.989333333333407,11.546666666666784,10.021333333333143,14.744000000000026,12.842666666666704,13.778666666666698,0.12500049090439236,0.12499966530667822,0.12499928876052045,0.12499966179913725,0.1250003130904437,0.12500047734321953,0.12500003559672737,0.12499952601613633,0.1249994847085678,0.12499991126764874,0.12500030404138773,0.12500029367163723,0.12500004904794346,0.1249998870052085,0.12499993113767083
16800,51329378.21723671,102658731.828957,17.743615245491927,6.861902897044602,1.0088044742400122,205317487.2546248,10.88171234844706,16.734810771251794,-205317469.51100972,5.853098422804536,-205317480.3927224,-205317486.24582255,290360557.24293506,410631641.64950424,1642527750.5735831,1642527560.2390244,145.15331822946794,167.636999441712,70.7916460424347,1642527750.5735831,-22.483681212241795,74.36167218703396,-1642527605.4202585,96.8453533992773,-1642527582.9365873,-1642527679.7819364,-174.2828876597093,88.70938250509558,-54.958949249166345,-153.10113883780977,-68.19143870084727,0.0,98.1421895886422,13.23248945168294,-54.958949249166345,-84.90970013696031,-153.10113883780977,-68.19143870084727,2.4799999999999893,4.9866666666666895,9.263999999999939,9.57866666666664,11.024000000000006,12.330666666666842,9.002666666666464,15.005333333333363,13.192000000000034,13.402666666666718,0.1250004944125118,0.12499966999384707,0.12499928938243315,0.12499965810629607,0.12500030873726237,0.12500047380357615,0.12500003834128712,0.12499952698758073,0.12499948461505284,0.12499990482736288,0.12500030286312924,0.12500029718198,0.12500005818321053,0.12499989061071476,0.12499993061889522
17200,51329380.71171193,102658736.94306627,16.81529558973422,7.665062295650914,0.4172121744977971,205317497.9492768,9.15023329408292,16.398083415236204,-205317481.1339799,7.247850121153091,-205317490.28421542,-205317497.5320673,290360557.3418858,410631638.3298905,1642527753.6100137,1642527557.8601873,143.95671968470103,178.61622857556472,67.77680374595266,1642527753.6100137,-34.659508890864124,76.17991593874906,-1642527609.6532927,110.83942482961443,-1642527574.993769,-1642527685.8332114,-176.7085619096744,87.60088574393446,-57.60644913199175,-153.09776289988372,-69.8960495046402,0.0,95.49131376789038,12.289600372650295,-57.60644913199175,-83.2017133952413,-153.09776289988372,-69.8960495046402,2.933333333333332,4.533333333333343,9.175999999999933,8.871999999999971,11.818666666666722,11.330666666666765,10.079999999999806,14.514666666666708,12.87466666666672,14.133333333333344,0.12500049484722522,0.12499966328157601,0.1249992796938294,0.1249996613158749,0.12500031783605,0.125000483013645,0.12500003147223968,0.12499951915959942,0.1249994807302761,0.12499991686621366,0.12500031124014277,0.12500029550525874,0.12500004462703232,0.12499988272785593,0.12499993345138798
17600,51329375.095648795,102658725.50126341,16.396228686612083,8.293806980415393,-0.8231699456857912,205317476.5157294,8.10242170619641,17.21939863229774,-205317460.11950162,9.116976926101207,-205317468.2219238,-205317477.33890286,290360558.92465055,410631648.11370933,1642527756.6680915,1642527567.941623,139.39395865705444,169.14326841310037,69.41792299277562,1642527756.6680915,-29.749309756045157,69.97603566427986,-1642527617.2741284,99.72534542032705,-1642527587.5248108,-1642527687.2501554,-176.5769213209661,66.51465639652139,-58.220221562077725,-144.62258613156013,-81.4511831740001,0.0,86.40236456948068,23.230961611924307,-58.220221562077725,-63.171402957558,-144.62258613156013,-81.4511831740001,3.0000000000000004,4.466666666666674,9.21333333333326,9.357333333333354,11.296000000000035,11.706666666666788,9.57066666666647,14.781333333333375,13.40266666666669,13.472000000000047,0.1250004892536656,0.12499966982549254,0.12499929090366715,0.12499966292186437,0.1250003073996354,0.12500047664845104,0.1250000346564706,0.1249995324182853,0.12499948679413037,0.12499991049481923,0.1250003000560679,0.12500029624916778,0.12500005249779053,0.12499988868736409,0.12499992963446246
18000,51329377.31451184,102658731.57165223,15.827957892801576,7.229414912610939,2.2245905166517326,205317483.97608432,8.598542980190256,13.603367376149581,-205317468.14812794,5.004824395959201,-205317476.74667102,-205317481.75149688,290360559.08501077,410631648.488818,1642527759.7655745,1642527571.7759762,136.45707018127533,165.1541157635121,89.66892883916984,1642527759.7655745,-28.69704558223656,46.788141342106655,-1642527623.3084943,75.48518692434486,-1642527594.6114438,-1642527670.0966394,-165.3356859967286,67.39701982502908,-59.36153260814333,-140.10793800701683,-77.31884912536336,0.0,80.74640539887166,17.95731651722209,-59.36153260814333,-62.78908888165065,-140.10793800701683,-77.31884912536336,2.946666666666666,4.520000000000009,9.39733333333326,9.021333333333347,11.448000000000043,11.43466666666678,10.069333333333145,14.416000000000047,13.178666666666684,13.834666666666694,0.12500049052383463,0.12499966826431166,0.12499928693375922,0.12499966253675708,0.12500031148013263,0.1250004806011837,0.12500003783196623,0.12499952986032441,0.124999485567596,0.12499991305339302,0.12500030195625822,0.125000299767495,0.12500005062487088,0.12499989050747447,0.12499992729828659
