,5rSUMMARY mean_0,5rSUMMARY mean_d_h2h1_0,5rSUMMARY mean_q1_0,5rSUMMARY mean_q2_0,5rSUMMARY mean_q3_0,5rSUMMARY mean_q4_0,5rSUMMARY mean_d_q1q2_0,5rSUMMARY mean_d_q1q3_0,5rSUMMARY mean_d_q1q4_0,5rSUMMARY mean_d_q2q3_0,5rSUMMARY mean_d_q2q4_0,5rSUMMARY mean_d_q3q4_0,5rSUMMARY std_0,5rSUMMARY std_d_h2h1_0,5rSUMMARY max_0,5rSUMMARY max_d_h2h1_0,5rSUMMARY max_q1_0,5rSUMMARY max_q2_0,5rSUMMARY max_q3_0,5rSUMMARY max_q4_0,5rSUMMARY max_d_q1q2_0,5rSUMMARY max_d_q1q3_0,5rSUMMARY max_d_q1q4_0,5rSUMMARY max_d_q2q3_0,5rSUMMARY max_d_q2q4_0,5rSUMMARY max_d_q3q4_0,5rSUMMARY min_0,5rSUMMARY min_d_h2h1_0,5rSUMMARY min_q1_0,5rSUMMARY min_q2_0,5rSUMMARY min_q3_0,5rSUMMARY min_q4_0,5rSUMMARY min_d_q1q2_0,5rSUMMARY min_d_q1q3_0,5rSUMMARY min_d_q1q4_0,5rSUMMARY min_d_q2q3_0,5rSUMMARY min_d_q2q4_0,5rSUMMARY min_d_q3q4_0,5rSUMMARY topFreq_1_0,5rSUMMARY topFreq_2_0,5rSUMMARY topFreq_3_0,5rSUMMARY topFreq_4_0,5rSUMMARY topFreq_5_0,5rSUMMARY topFreq_6_0,5rSUMMARY topFreq_7_0,5rSUMMARY topFreq_8_0,5rSUMMARY topFreq_9_0,5rSUMMARY topFreq_10_0,5rSUMMARY freq_011_0,5rSUMMARY freq_021_0,5rSUMMARY freq_032_0,5rSUMMARY freq_043_0,5rSUMMARY freq_053_0,5rSUMMARY freq_064_0,5rSUMMARY freq_075_0,5rSUMMARY freq_085_0,5rSUMMARY freq_096_0,5rSUMMARY freq_107_0,5rSUMMARY freq_117_0,5rSUMMARY freq_128_0,5rSUMMARY freq_139_0,5rSUMMARY freq_149_0,5rSUMMARY freq_160_0
4000,51329372.033718765,102658723.28936835,15.202050650489022,5.576019929670286,2.7601585783901736,205317464.59664717,9.626030720818473,12.441892072098762,-205317449.39459518,2.8158613512802004,-205317459.02062863,-205317461.8364908,290360543.4248145,410631624.93463063,1642527668.6659155,1642527480.1323028,131.9359304103342,171.53756760324987,82.02045642025251,1642527668.6659155,-39.601637192914026,49.915473990082006,-1642527536.7299893,89.51711118299696,-1642527497.1283402,-1642527586.6454546,-171.50285445946105,86.53908353949728,-54.040508276016624,-149.55189685616656,-65.42009644835636,0.0,95.51138858015109,11.379588172340341,-54.040508276016624,-84.13180040781032,-149.55189685616656,-65.42009644835636,2.74666666666666,4.720000000000015,10.311999999999964,8.749333333333396,10.805333333333346,11.226666666666762,10.359999999999909,14.456,13.57866666666668,13.312000000000058,0.12500048906211608,0.12499967233095426,0.12499929304146656,0.12499966155309317,0.12500030482880242,0.12500047238847928,0.12500004015980923,0.12499953377454992,0.12499948856196154,0.12499990876839834,0.12500029735526394,0.12500029858961362,0.1250000578169993,0.12499989250252548,0.12499992563886936
4400,51329371.465452984,102658720.40603483,17.19005912749499,5.334813606488568,-1.467023321554542,205317464.80396327,11.855245521006232,18.657082449049508,-205317447.61390328,6.801836928043209,-205317459.4691523,-205317466.27098808,290360543.89320093,410631624.97099876,1642527670.6644475,1642527486.667212,139.10737812427803,155.88293722534365,61.64009180838099,1642527670.6644475,-16.77555910106427,77.4672863158975,-1642527531.5570614,94.2428454169624,-1642527514.781494,-1642527609.0243616,-189.73422901040973,84.29735243095918,-54.58131462732867,-159.1235477381388,-78.84484784181244,0.0,104.54223311081125,24.263533214483996,-54.58131462732867,-80.27869989632724,-159.1235477381388,-78.84484784181244,2.5599999999999885,4.906666666666687,10.31199999999997,8.272000000000016,11.282666666666692,12.14666666666684,9.317333333333192,14.722666666666687,12.56800000000007,14.178666666666675,0.12500049064862195,0.12499966915590101,0.12499929284963988,0.1249996622977464,0.12500030409515042,0.12500047321386815,0.12500002965863274,0.12499953322925894,0.12499948483600591,0.1249999125391068,0.12500029894004633,0.12500029515420397,0.12500004989771157,0.1249998887580301,0.1249999277033408
4800,51329376.576399826,102658729.66490349,16.901384484633436,6.58651341777016,-0.8184549100696114,205317483.63615876,10.314871066863013,17.719839394702834,-205317466.73477182,7.4049683278398355,-205317477.04964513,-205317484.4546146,290360543.32271314,410631620.9389839,1642527672.648613,1642527474.9387732,143.23494122541237,179.62893157096875,68.57140831973156,1642527672.648613,-36.39399034555454,74.66353290568085,-1642527529.4136727,111.05752325123629,-1642527493.0196862,-1642527604.0772018,-178.00128096551254,75.96060660831127,-56.4619226499471,-152.73407179147307,-80.54565161386817,0.0,96.27214914152661,24.083728963921608,-56.4619226499471,-72.18842017760518,-152.73407179147307,-80.54565161386817,3.2400000000000073,4.2266666666666675,9.359999999999982,8.738666666666706,11.768000000000075,11.466666666666768,9.77066666666653,14.405333333333397,13.728000000000003,13.56266666666671,0.12500049517230616,0.12499966318335926,0.12499928245803202,0.12499965744483484,0.1250003111684105,0.12500048459522423,0.12500003936973822,0.12499952777365417,0.12499947749152397,0.12499991095780599,0.12500030160122572,0.12500030192862938,0.12500005150172075,0.12499989365959883,0.12499992359775657
5200,51329380.46526699,102658734.90791176,15.501758264942321,10.520865827527464,1.3107555301171585,205317494.52769035,4.980892437414593,14.191002734825044,-205317479.02593052,9.210110297410424,-205317484.00682473,-205317493.21693715,290360542.99358445,410631621.502176,1642527674.733623,1642527478.8232708,138.40323561104302,174.05330327674207,72.00235087258785,1642527674.733623,-35.65006766569652,66.40088473845589,-1642527536.3303874,102.05095240415376,-1642527500.6803102,-1642527602.731272,-169.13576149725756,83.68260748709702,-59.280491524562194,-147.44429208784163,-67.00725926050656,0.0,88.16380056328026,7.726767735945078,-59.280491524562194,-80.43703282733543,-147.44429208784163,-67.00725926050656,3.3200000000000096,4.146666666666665,9.319999999999995,8.845333333333322,11.701333333333391,11.434666666666764,9.898666666666537,14.749333333333377,12.840000000000055,14.010666666666685,0.12500049571081254,0.12499966411765134,0.12499927385619737,0.12499965892919765,0.12500031855791344,0.1250004893188043,0.12500003659753267,0.12499952053600678,0.12499947906877132,0.12499991219911735,0.1250003081740385,0.12500030184770128,0.1250000506021276,0.12499988479547877,0.12499992997234732
5600,51329377.825033195,102658732.0164215,15.408083791617338,8.225561530954659,2.7795209074348564,205317484.88696545,7.182522260662272,12.62856288418234,-205317469.47888267,5.446040623519937,-205317476.66140607,-205317482.10744855,290360543.85653746,410631619.7952864,1642527676.8226871,1642527480.1695032,138.73918149675237,176.50816633778217,78.57947365289981,1642527676.8226871,-37.76898484102779,60.1597078438529,-1642527538.0835083,97.92869268488177,-1642527500.3145046,-1642527598.243205,-183.05657707948274,108.4798684934816,-58.78901844919878,-166.85297420427054,-61.758651432630074,0.0,108.06395575507102,2.969632983432043,-58.78901844919878,-105.09432277163918,-166.85297420427054,-61.758651432630074,3.026666666666668,4.440000000000007,9.693333333333294,9.280000000000006,10.893333333333333,11.290666666666752,10.146666666666528,14.93066666666667,12.653333333333398,13.912000000000024,0.12500049287384424,0.12499966671976638,0.12499928107444941,0.12499965755515474,0.1250003114580817,0.12500048128610025,0.12500003814689287,0.12499952415826829,0.12499948302390025,0.12499990626321279,0.12500030500524514,0.12500029784830574,0.12500005597509092,0.12499988662855908,0.12499992687226082
6000,51329372.58090587,102658728.53552109,15.813285117721543,0.8130057580271788,2.8787214967130614,205317470.81861144,15.000279359694046,12.93456362100836,-205317455.005326,-2.0657157386857667,-205317470.005607,-205317467.9398922,290360545.1957825,410631623.4515717,1642527678.9179788,1642527489.914677,134.79224933478955,170.42338680821106,76.596871736624,1642527678.9179788,-35.631137473419614,58.19537759816566,-1642527544.125731,93.82651507158603,-1642527508.4945927,-1642527602.321116,-181.83890732348002,111.78202716481785,-58.49190136372737,-168.50752120208415,-59.05863454788014,0.0,110.0156198383558,0.5667331841532292,-58.49190136372737,-109.44888665420252,-168.50752120208415,-59.05863454788014,2.4799999999999893,4.9866666666666895,8.543999999999981,9.874666666666682,11.448000000000045,10.290666666666683,10.93866666666657,14.725333333333378,13.045333333333376,13.933333333333355,0.12500049119540443,0.12499966441112166,0.12499929220681563,0.12499966054194488,0.12500031306070336,0.125000473524045,0.1250000372153473,0.12499952514968704,0.12499948733725613,0.12499991217938655,0.1250003026177453,0.1250002959579822,0.1250000442350623,0.12499989216782553,0.12499992580079825
6400,51329378.052373335,102658733.56044096,14.924623526102458,7.619683484360719,1.3116345799072877,205317488.3535516,7.3049400417414185,13.612988946195065,-205317473.42892712,6.308048904453549,-205317480.73386884,-205317487.04191983,290360544.5874919,410631623.8741306,1642527681.0556288,1642527494.4560957,131.33011335648558,164.85105411959844,71.70837882562736,1642527681.0556288,-33.520940763110694,59.62173453085863,-1642527549.7255116,93.14267529397074,-1642527516.2045627,-1642527609.347245,-172.8593233313299,94.14121063564231,-59.58371050149389,-157.89784245579108,-66.73233739675769,0.0,98.31413195429495,7.148626895264068,-59.58371050149389,-91.16550505903106,-157.89784245579108,-66.73233739675769,2.6266666666666567,4.8400000000000185,9.186666666666639,8.941333333333345,11.738666666666727,11.562666666666775,9.858666666666515,14.9626666666667,12.552000000000046,13.997333333333351,0.12500049438272154,0.12499966431083585,0.12499927925462803,0.124999661269193,0.12500031772206782,0.12500048588884394,0.12500003256221973,0.1249995214172616,0.12499948035074934,0.12499991581412154,0.1250003090043533,0.12500029665868712,0.12500004739912504,0.12499988241738041,0.12499993331796568
6800,51329376.74512491,102658726.76565063,14.60087843062911,12.123721673957563,-0.4636213468229433,205317480.7195206,2.4771567566712545,15.064499777451928,-205317466.1186434,12.58734302078062,-205317468.59579936,-205317481.18314415,290360545.25530416,410631623.8576525,1642527683.4082682,1642527481.176531,132.24522954501055,187.44700031835902,70.13321430663342,1642527683.4082682,-55.20177077334649,62.112015238377765,-1642527551.1630337,117.31378601172545,-1642527495.9612513,-1642527613.2750442,-179.95827302769317,74.26190783814079,-57.048849358846745,-149.2996887103237,-79.3084563375894,0.0,92.250839351476,22.259606978743417,-57.048849358846745,-69.99123237273187,-149.2996887103237,-79.3084563375894,2.826666666666662,4.640000000000012,9.981333333333305,8.506666666666675,11.378666666666701,11.562666666666775,9.746666666666506,14.658666666666699,13.250666666666698,13.714666666666702,0.125000490667235,0.12499966831864433,0.12499928505797354,0.12499965959834272,0.1250003078699283,0.12500047920544652,0.1250000352431412,0.1249995288913186,0.1249994838636405,0.1249999116566896,0.1250003022580229,0.12500030029534628,0.12500005158349622,0.1249998890585001,0.12499992658785114
7200,51329378.44461241,102658735.21423945,17.088887427562042,4.5860982382099476,1.9507433020002514,205317490.15272,12.502789189351835,15.138144125561725,-205317473.06383175,2.6353549362098025,-205317485.56662166,-205317488.20197773,290360545.38412935,410631621.19727355,1642527685.8134406,1642527494.486692,139.79159673371842,177.86181866963037,64.42973566450581,1642527685.8134406,-38.070221935910084,75.36186106921338,-1642527546.0218353,113.43208300512329,-1642527507.9516184,-1642527621.3836923,-182.10420778131146,117.8289334931639,-55.151897411641,-168.9283403706427,-54.29021965614552,0.0,113.77644295900038,-0.8616777554951649,-55.151897411641,-114.63812071449553,-168.9283403706427,-54.29021965614552,3.013333333333334,4.45333333333334,8.791999999999963,9.343999999999989,11.730666666666716,10.834666666666724,10.703999999999855,14.069333333333386,13.10400000000004,14.22133333333334,0.1250004951502296,0.12499966053232572,0.1249992790627504,0.12499965931785371,0.12500031912974788,0.1250004832604415,0.12500003535316337,0.12499951899755338,0.12499948138881412,0.12499991359359357,0.1250003099440318,0.12500029802759063,0.12500004271731024,0.12499988517455071,0.1249999284208442
7600,51329374.18457172,102658723.57610722,15.817487236640222,8.975549935065239,1.402561123460753,205317470.54269,6.84193730157475,14.414926113179334,-205317454.7252012,7.572988811604517,-205317461.56714007,-205317469.1401309,290360546.59627634,410631627.9580274,1642527688.1965058,1642527491.481961,135.37498272045144,178.67502834754072,69.05278983468898,1642527688.1965058,-43.30004562708801,66.32219288576313,-1642527552.821522,109.62223851285108,-1642527509.5214796,-1642527619.1437092,-167.32389100187157,86.008249491585,-57.724954646145235,-146.62074059987248,-63.347680401021115,0.0,88.89578595372669,5.622725754876532,-57.724954646145235,-83.27306019885015,-146.62074059987248,-63.347680401021115,2.8133333333333286,4.653333333333347,10.0773333333333,8.330666666666712,11.458666666666717,11.730666666666803,9.925333333333137,14.637333333333334,13.013333333333378,13.626666666666706,0.125000488496919,0.12499967083347326,0.12499928892015878,0.1249996650147333,0.12500030825666628,0.12500047804323589,0.1250000365347766,0.12499953019565341,0.12499948723985935,0.12499991346076303,0.12500030222237293,0.12500029648306754,0.12500005201672373,0.12499988907632055,0.12499992909549971
8000,51329370.671649285,102658719.32006168,15.432290917584021,6.590947166791988,-1.973357496338387,205317462.63671696,8.841343750791758,17.40564841392227,-205317447.20442554,8.564304663130356,-205317456.04576942,-205317464.61007556,290360547.71061045,410631628.7606043,1642527690.7903812,1642527504.5752718,135.1770296753658,170.4450331014279,60.66758807596235,1642527690.7903812,-35.26800342606231,74.50944159940383,-1642527555.613349,109.77744502546636,-1642527520.3453543,-1642527630.122807,-189.3080176109123,83.16730971577486,-59.94128028014441,-160.98604417090627,-81.94572390266713,0.0,101.04476389076159,22.004443622523677,-59.94128028014441,-79.04032026823819,-160.98604417090627,-81.94572390266713,3.0000000000000004,4.466666666666674,9.173333333333288,9.597333333333355,11.096000000000014,11.5866666666668,10.18666666666647,14.533333333333346,13.090666666666682,13.536000000000044,0.1250004881562769,0.12499966877378815,0.12499929477180555,0.1249996626594764,0.1250003049345084,0.1250004723208471,0.12500003204738414,0.12499953166126172,0.12499948851766407,0.12499991345032675,0.1250002985330547,0.1250002930279646,0.1250000499465427,0.12499988766037673,0.12499992847984498
8400,51329373.578368485,102658721.9527737,16.696635840115576,8.507328838905035,-0.22618502324530532,205317469.33569333,8.189307001210251,16.922820863360712,-205317452.63905945,8.733513862150351,-205317460.82836625,-205317469.56188205,290360547.61171037,410631629.88993067,1642527693.1550303,1642527503.2394874,138.21229741083735,174.35014256894024,68.17489365136866,1642527693.1550303,-36.13784515810338,70.03740375946944,-1642527554.9427338,106.17524891757306,-1642527518.8048818,-1642527624.9801235,-178.8997832591235,81.10825493960151,-57.1055498366131,-150.79072591299942,-75.4140065451745,0.0,93.68517607638645,18.308456708562574,-57.1055498366131,-75.37671936782368,-150.79072591299942,-75.4140065451745,2.413333333333324,5.053333333333358,10.52799999999994,7.706666666666693,11.632000000000046,11.482666666666768,9.85066666666647,14.458666666666726,13.40266666666669,13.738666666666699,0.1250004891395555,0.12499967040644697,0.12499929117104912,0.12499966119742399,0.12500030563157616,0.12500047574963888,0.12500003849396488,0.12499953236837305,0.12499948694656776,0.12499990503742703,0.12500029991734324,0.1250002954106028,0.1250000575544546,0.12499988998670748,0.12499992962622584
