0,14190,96,0,,,,,,,14190.0,96.0,0.0,,,,,,
1,14190,96,0,0.0,0.0,0.0,0.0,0.0,0.0,14190.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,14190,96,0,0.0,0.0,0.0,0.0,0.0,0.0,14190.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,14190,96,0,0.0,0.0,0.0,0.0,0.0,0.0,14190.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14190,96,0,0.0,0.0,0.0,0.0,0.0,0.0,14190.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,14190,96,0,0.0,0.0,0.0,0.0,0.0,0.0,14190.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,14190,96,0,0.0,0.0,0.0,0.0,0.0,0.0,14190.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,14190,96,0,0.0,0.0,0.0,0.0,0.0,0.0,14190.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,14190,96,0,0.0,0.0,0.0,0.0,0.0,0.0,14190.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,14190,96,0,0.0,0.0,0.0,0.0,0.0,0.0,14190.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,,,,,,,0.0,0.0,0.0,,,,,,
1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
