new,charcount,wordcount,sentencecount,number of standby,standby,roadblock,roadblock number,change in charcount,change in wordcount,change in sentencecount,chars produced,words produced,sentences produced,chars deleted,words deleted,sentences deleted,time (s),min time (s),5rSUMMARY wordcount,5rSUMMARY sentencecount,5rSUMMARY standby,5rSUMMARY number of standby,5rSUMMARY roadblock number,5rSUMMARY words produced,5rSUMMARY sentences produced,5rSUMMARY words deleted,5rSUMMARY sentences deleted,5rSUMMARY change in wordcount,5rSUMMARY change in sentencecount
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.353492021560669,1.4009969234466553,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.819043874740601,1.4009969234466553,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.515784025192261,1.4009969234466553,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.055523872375488,1.4009969234466553,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.533164024353027,1.4009969234466553,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06355905532837,1.4009969234466553,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.564966917037964,1.4009969234466553,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.135688066482544,1.4009969234466553,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.710088968276978,1.4009969234466553,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.273447036743164,1.4009969234466553,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.803261041641235,1.4009969234466553,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.294102191925049,1.4009969234466553,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,1,True,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.749340057373047,1.4009969234466553,746.0,10.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,2,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.274327754974365,1.4009969234466553,746.0,10.0,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,3,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.80677604675293,1.4009969234466553,746.0,10.0,0.13636363636363635,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,4,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.398829936981201,1.4009969234466553,746.0,10.0,0.17391304347826086,0.43478260869565216,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,5,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.949213981628418,1.4009969234466553,746.0,10.0,0.20833333333333334,0.625,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,6,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.429314136505127,1.4009969234466553,746.0,10.0,0.24,0.84,0.2,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,7,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.917847156524658,1.4009969234466553,746.0,10.0,0.2692307692307692,1.0769230769230769,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,8,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.45448899269104,1.4009969234466553,746.0,10.0,0.2962962962962963,1.3333333333333333,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,9,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.905346870422363,1.4009969234466553,746.0,10.0,0.32142857142857145,1.6071428571428572,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,10,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.465762853622437,1.4009969234466553,746.0,10.0,0.3448275862068966,1.896551724137931,0.3103448275862069,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,11,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.93124794960022,1.4009969234466553,746.0,10.0,0.36666666666666664,2.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,12,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.387489080429077,1.4009969234466553,746.0,10.0,0.3870967741935484,2.5161290322580645,0.3548387096774194,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,13,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.90558695793152,1.4009969234466553,746.0,10.0,0.40625,2.84375,0.375,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,14,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.437357902526855,1.4009969234466553,746.0,10.0,0.42424242424242425,3.1818181818181817,0.3939393939393939,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,15,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.900212049484253,1.4009969234466553,746.0,10.0,0.4411764705882353,3.5294117647058822,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,16,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.532406091690063,1.4009969234466553,746.0,10.0,0.45714285714285713,3.8857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,17,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.02312397956848,1.4009969234466553,746.0,10.0,0.4722222222222222,4.25,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,18,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.495146989822388,1.4009969234466553,746.0,10.0,0.4864864864864865,4.621621621621622,0.4594594594594595,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,19,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.094779014587402,1.4009969234466553,746.0,10.0,0.5,5.0,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,20,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65175700187683,1.4009969234466553,746.0,10.0,0.5128205128205128,5.384615384615385,0.48717948717948717,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,21,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.228739976882935,1.4009969234466553,746.0,10.0,0.525,5.775,0.5,0.0,0.0,0.0,0.0,0.0,0.0
False,4665,746,10,0,False,False,0,,,,,,,,,,6.282466888427734,6.2824718952178955,746.0,10.0,0.0,0.0,0.0,,,,,,

False,4665,746,10,0,False,False,0,,,,,,,,,,6.613790988922119,6.613793611526489,746.0,10.0,0.0,0.0,0.0,,,,,,
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.387220859527588,6.613793611526489,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,1,True,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.049133777618408,6.613793611526489,746.0,10.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,2,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.651628732681274,6.613793611526489,746.0,10.0,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,3,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.274643898010254,6.613793611526489,746.0,10.0,0.6,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,4,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.58771085739136,6.613793611526489,746.0,10.0,0.6666666666666666,1.6666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0
False,4665,746,10,0,False,False,0,,,,,,,,,,6.354949235916138,6.354953050613403,746.0,10.0,0.0,0.0,0.0,,,,,,
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83971619606018,6.354953050613403,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,4665,746,10,0,False,False,0,,,,,,,,,,5.860435962677002,5.8604443073272705,746.0,10.0,0.0,0.0,0.0,,,,,,
True,4665,746,10,1,True,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.44313097000122,6.354953050613403,746.0,10.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,0,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.436856031417847,5.8604443073272705,746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,1,True,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.109930992126465,5.8604443073272705,746.0,10.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,2,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.122074127197266,6.354953050613403,746.0,10.0,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,3,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.654448986053467,6.354953050613403,746.0,10.0,0.6,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,2,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.654290914535522,5.8604443073272705,746.0,10.0,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,4,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.20203709602356,6.354953050613403,746.0,10.0,0.6666666666666666,1.6666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,3,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.209800004959106,5.8604443073272705,746.0,10.0,0.6,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,4,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.70308828353882,5.8604443073272705,746.0,10.0,0.6666666666666666,1.6666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,5,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.726746797561646,6.354953050613403,746.0,10.0,0.7142857142857143,2.142857142857143,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,5,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.30148911476135,5.8604443073272705,746.0,10.0,0.7142857142857143,2.142857142857143,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,6,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.312485218048096,6.354953050613403,746.0,10.0,0.75,2.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,6,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.823549032211304,5.8604443073272705,746.0,10.0,0.75,2.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,7,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.875463008880615,6.354953050613403,746.0,10.0,0.7777777777777778,3.111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,7,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.3396852016449,5.8604443073272705,746.0,10.0,0.7777777777777778,3.111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,8,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.369678020477295,6.354953050613403,746.0,10.0,0.8,3.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,8,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.01701521873474,5.8604443073272705,746.0,10.0,0.8,3.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,9,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0286180973053,6.354953050613403,746.0,10.0,0.8181818181818182,4.090909090909091,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,10,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.64914417266846,6.354953050613403,746.0,10.0,0.8333333333333334,4.583333333333333,0.75,0.0,0.0,0.0,0.0,0.0,0.0
True,4665,746,10,9,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.69929027557373,5.8604443073272705,746.0,10.0,0.8181818181818182,4.090909090909091,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0
False,4686,750,10,10,False,True,1,21.0,4.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,73.29503583908081,73.29499197006226,746.3076923076923,10.0,0.7692307692307693,5.0,0.7692307692307693,4.0,0.0,0.0,0.0,4.0,0.0
False,4686,750,10,9,False,True,1,21.0,4.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,67.30635023117065,67.30631399154663,746.3333333333334,10.0,0.75,4.5,0.75,4.0,0.0,0.0,0.0,4.0,0.0
False,4688,751,11,10,False,False,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,78.96438717842102,78.96432113647461,746.6428571428571,10.071428571428571,0.7142857142857143,5.357142857142857,0.7857142857142857,5.0,1.0,0.0,0.0,5.0,1.0
False,4688,751,11,9,False,False,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,72.9541072845459,72.95405125617981,746.6923076923077,10.076923076923077,0.6923076923076923,4.846153846153846,0.7692307692307693,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,9,False,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.48231601715088,72.95405125617981,747.0,10.142857142857142,0.6428571428571429,5.142857142857143,0.7857142857142857,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,10,False,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.6007628440857,78.96432113647461,746.9333333333333,10.133333333333333,0.6666666666666666,5.666666666666667,0.8,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,10,True,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.95791006088257,72.95405125617981,747.2666666666667,10.2,0.6666666666666666,5.466666666666667,0.8,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,11,True,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.14638304710388,78.96432113647461,747.1875,10.1875,0.6875,6.0,0.8125,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,11,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.58959627151489,72.95405125617981,747.5,10.25,0.6875,5.8125,0.8125,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,12,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.69395613670349,78.96432113647461,747.4117647058823,10.235294117647058,0.7058823529411765,6.352941176470588,0.8235294117647058,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,12,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.13893604278564,72.95405125617981,747.7058823529412,10.294117647058824,0.7058823529411765,6.176470588235294,0.8235294117647058,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,13,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.22591304779053,78.96432113647461,747.6111111111111,10.277777777777779,0.7222222222222222,6.722222222222222,0.8333333333333334,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,13,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.70005106925964,72.95405125617981,747.8888888888889,10.333333333333334,0.7222222222222222,6.555555555555555,0.8333333333333334,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,14,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.73728108406067,78.96432113647461,747.7894736842105,10.31578947368421,0.7368421052631579,7.105263157894737,0.8421052631578947,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,15,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.1914758682251,78.96432113647461,747.95,10.35,0.75,7.5,0.85,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,14,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.23973512649536,72.95405125617981,748.0526315789474,10.368421052631579,0.7368421052631579,6.947368421052632,0.8421052631578947,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,16,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.71764707565308,78.96432113647461,748.0952380952381,10.380952380952381,0.7619047619047619,7.904761904761905,0.8571428571428571,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,15,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.82628202438354,72.95405125617981,748.2,10.4,0.75,7.35,0.85,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,17,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.28607988357544,78.96432113647461,748.2272727272727,10.409090909090908,0.7727272727272727,8.318181818181818,0.8636363636363636,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,16,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.40581917762756,72.95405125617981,748.3333333333334,10.428571428571429,0.7619047619047619,7.761904761904762,0.8571428571428571,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,18,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.7943069934845,78.96432113647461,748.3478260869565,10.434782608695652,0.782608695652174,8.73913043478261,0.8695652173913043,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,17,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.88346815109253,72.95405125617981,748.4545454545455,10.454545454545455,0.7727272727272727,8.181818181818182,0.8636363636363636,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,18,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.70022416114807,72.95405125617981,748.5652173913044,10.478260869565217,0.782608695652174,8.608695652173912,0.8695652173913043,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,19,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.71034598350525,78.96432113647461,748.4583333333334,10.458333333333334,0.7916666666666666,9.166666666666666,0.875,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,20,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.3568251132965,78.96432113647461,748.56,10.48,0.8,9.6,0.88,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,19,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.34654903411865,72.95405125617981,748.6666666666666,10.5,0.7916666666666666,9.041666666666666,0.875,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,21,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.8944718837738,78.96432113647461,748.6538461538462,10.5,0.8076923076923077,10.038461538461538,0.8846153846153846,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,20,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.8839292526245,72.95405125617981,748.76,10.52,0.8,9.48,0.88,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,21,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.7072629928589,72.95405125617981,748.8461538461538,10.538461538461538,0.8076923076923077,9.923076923076923,0.8846153846153846,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,22,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.7539041042328,78.96432113647461,748.7407407407408,10.518518518518519,0.8148148148148148,10.481481481481481,0.8888888888888888,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,22,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.77511405944824,72.95405125617981,748.925925925926,10.555555555555555,0.8148148148148148,10.37037037037037,0.8888888888888888,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,23,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.78617811203003,78.96432113647461,748.8214285714286,10.535714285714286,0.8214285714285714,10.928571428571429,0.8928571428571429,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,23,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.6137261390686,72.95405125617981,749.0,10.571428571428571,0.8214285714285714,10.821428571428571,0.8928571428571429,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,24,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.62452793121338,78.96432113647461,748.8965517241379,10.551724137931034,0.8275862068965517,11.379310344827585,0.896551724137931,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,24,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.34379506111145,72.95405125617981,749.0689655172414,10.586206896551724,0.8275862068965517,11.275862068965518,0.896551724137931,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,25,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.35406398773193,78.96432113647461,748.9666666666667,10.566666666666666,0.8333333333333334,11.833333333333334,0.9,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,26,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.968120098114,78.96432113647461,749.0322580645161,10.580645161290322,0.8387096774193549,12.290322580645162,0.9032258064516129,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,25,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.9874529838562,72.95405125617981,749.1333333333333,10.6,0.8333333333333334,11.733333333333333,0.9,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,27,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.4735870361328,78.96432113647461,749.09375,10.59375,0.84375,12.75,0.90625,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,26,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.47715997695923,72.95405125617981,749.1935483870968,10.612903225806452,0.8387096774193549,12.193548387096774,0.9032258064516129,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,27,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.98155331611633,72.95405125617981,749.25,10.625,0.84375,12.65625,0.90625,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,28,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.99182200431824,78.96432113647461,749.1515151515151,10.606060606060606,0.8484848484848485,13.212121212121213,0.9090909090909091,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,29,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.56298184394836,78.96432113647461,749.2058823529412,10.617647058823529,0.8529411764705882,13.676470588235293,0.9117647058823529,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,28,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.55695796012878,72.95405125617981,749.3030303030303,10.636363636363637,0.8484848484848485,13.121212121212121,0.9090909090909091,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,30,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0609850883484,78.96432113647461,749.2571428571429,10.628571428571428,0.8571428571428571,14.142857142857142,0.9142857142857143,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,29,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.07567310333252,72.95405125617981,749.3529411764706,10.647058823529411,0.8529411764705882,13.588235294117647,0.9117647058823529,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,30,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.60840821266174,72.95405125617981,749.4,10.657142857142857,0.8571428571428571,14.057142857142857,0.9142857142857143,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,31,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.6298680305481,78.96432113647461,749.3055555555555,10.63888888888889,0.8611111111111112,14.61111111111111,0.9166666666666666,5.0,1.0,0.0,0.0,5.0,1.0
True,4688,751,11,31,True,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.1713809967041,72.95405125617981,749.4444444444445,10.666666666666666,0.8611111111111112,14.527777777777779,0.9166666666666666,5.0,1.0,0.0,0.0,5.0,1.0
