,charcount,wordcount,sentencecount,standby,number of standby,roadblock number,chars prodocued,words produced,sentences produced,chars deleted,words deleted,sentences deleted,change in charcount,change in wordcount,change in sentencecount,5rSUMMARY charcount,5rSUMMARY wordcount,5rSUMMARY sentencecount,5rSUMMARY standby,5rSUMMARY number of standby,5rSUMMARY roadblock number,5rSUMMARY words produced,5rSUMMARY sentences produced,5rSUMMARY words deleted,5rSUMMARY sentences deleted,5rSUMMARY change in wordcount,5rSUMMARY change in sentencecount
217,218,2850,484,27,False,60,15,15.0,3.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,443.9333333333333,23.8,0.3833333333333333,47.18333333333333,12.516666666666667,86.0,6.0,2.0,0.0,84.0,6.0
218,219,2887,494,27,False,60,15,37.0,10.0,0.0,37.0,10.0,0.0,0.0,0.0,0.0,445.5,23.9,0.3666666666666666,47.55,12.583333333333334,96.0,6.0,2.0,0.0,94.0,6.0
219,220,2904,495,28,False,60,15,17.0,1.0,1.0,17.0,1.0,1.0,0.0,0.0,0.0,447.0,24.016666666666666,0.3666666666666666,47.91666666666666,12.65,92.0,7.0,2.0,0.0,90.0,7.0
220,221,2827,482,27,False,60,15,-77.0,-13.0,-1.0,0.0,0.0,0.0,77.0,13.0,1.0,448.28333333333336,24.116666666666667,0.3666666666666666,48.28333333333333,12.716666666666669,92.0,7.0,15.0,1.0,77.0,6.0
221,222,2904,495,28,False,60,15,77.0,13.0,1.0,77.0,13.0,1.0,0.0,0.0,0.0,449.78333333333336,24.23333333333333,0.3666666666666666,48.65,12.783333333333331,105.0,8.0,15.0,1.0,90.0,7.0
222,223,2906,496,28,False,60,15,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,451.3,24.35,0.3666666666666666,49.016666666666666,12.85,106.0,8.0,15.0,1.0,91.0,7.0
223,224,2942,503,28,False,60,15,36.0,7.0,0.0,36.0,7.0,0.0,0.0,0.0,0.0,452.9,24.466666666666665,0.3666666666666666,49.38333333333333,12.916666666666666,111.0,8.0,15.0,1.0,96.0,7.0
224,225,2952,504,28,False,60,15,10.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,454.4333333333333,24.58333333333333,0.3666666666666666,49.75,12.983333333333333,107.0,8.0,15.0,1.0,92.0,7.0
225,226,2966,506,29,False,60,15,14.0,2.0,1.0,14.0,2.0,1.0,0.0,0.0,0.0,456.0,24.716666666666665,0.3666666666666666,50.11666666666667,13.05,109.0,9.0,15.0,1.0,94.0,8.0
226,227,2966,506,29,False,60,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.5833333333333,24.83333333333333,0.3666666666666666,50.48333333333333,13.116666666666667,109.0,8.0,14.0,1.0,95.0,7.0
227,228,2966,506,29,True,61,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.1166666666667,24.95,0.3833333333333333,50.86666666666667,13.2,106.0,8.0,14.0,1.0,92.0,7.0
228,229,2966,506,29,True,62,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.55,25.066666666666663,0.4,51.266666666666666,13.283333333333331,100.0,8.0,14.0,1.0,86.0,7.0
229,230,2966,506,29,True,63,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.9166666666667,25.183333333333334,0.4166666666666667,51.68333333333333,13.366666666666667,96.0,8.0,14.0,1.0,82.0,7.0
230,231,2966,506,29,True,64,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.28333333333336,25.3,0.4333333333333333,52.11666666666667,13.45,96.0,8.0,14.0,1.0,82.0,7.0
231,232,2966,506,29,True,65,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.65,25.416666666666668,0.4333333333333333,52.55,13.533333333333331,96.0,8.0,14.0,1.0,82.0,7.0
232,233,2966,506,29,True,66,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.01666666666665,25.53333333333333,0.4333333333333333,52.98333333333333,13.6,96.0,8.0,14.0,1.0,82.0,7.0
233,234,2966,506,29,True,67,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.3666666666667,25.65,0.45,53.43333333333333,13.666666666666666,95.0,8.0,14.0,1.0,81.0,7.0
234,235,2966,506,29,True,68,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.7166666666666,25.766666666666666,0.4666666666666667,53.9,13.733333333333333,95.0,8.0,14.0,1.0,81.0,7.0
235,236,2966,506,29,True,69,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.06666666666666,25.883333333333333,0.4666666666666667,54.36666666666667,13.8,95.0,8.0,14.0,1.0,81.0,7.0
236,237,2982,509,29,False,69,16,16.0,3.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,471.4666666666666,26.0,0.45,54.81666666666667,13.866666666666667,98.0,8.0,14.0,1.0,84.0,7.0
237,238,3000,513,29,False,69,16,18.0,4.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,472.9333333333333,26.116666666666667,0.4333333333333333,55.25,13.933333333333334,102.0,8.0,14.0,1.0,88.0,7.0
238,239,3027,518,29,False,69,16,27.0,5.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,474.48333333333335,26.23333333333333,0.4166666666666667,55.66666666666666,14.0,107.0,8.0,14.0,1.0,93.0,7.0
239,240,3051,522,30,False,69,16,24.0,4.0,1.0,24.0,4.0,1.0,0.0,0.0,0.0,476.1,26.366666666666667,0.4,56.06666666666667,14.066666666666666,111.0,9.0,14.0,1.0,97.0,8.0
240,241,3077,527,30,False,69,16,26.0,5.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,477.8,26.5,0.3833333333333333,56.45,14.133333333333333,116.0,9.0,14.0,1.0,102.0,8.0
241,242,3089,529,30,False,69,16,12.0,2.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,479.53333333333336,26.633333333333333,0.3666666666666666,56.81666666666667,14.2,118.0,9.0,14.0,1.0,104.0,8.0
242,243,3101,530,30,False,69,17,12.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,481.28333333333336,26.766666666666666,0.35,57.16666666666666,14.283333333333331,119.0,9.0,14.0,1.0,105.0,8.0
243,244,3099,531,30,False,69,17,-2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,483.05,26.9,0.3333333333333333,57.5,14.366666666666667,120.0,9.0,14.0,1.0,106.0,8.0
244,245,3099,531,30,False,69,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.8,27.03333333333333,0.3333333333333333,57.833333333333336,14.466666666666669,119.0,9.0,14.0,1.0,105.0,8.0
245,246,3099,531,30,True,70,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.5,27.166666666666668,0.35,58.18333333333333,14.566666666666666,116.0,9.0,14.0,1.0,102.0,8.0
246,247,3099,531,30,True,71,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.2166666666666,27.28333333333333,0.3666666666666666,58.55,14.666666666666666,116.0,8.0,13.0,1.0,103.0,7.0
247,248,3136,540,30,False,71,18,37.0,9.0,0.0,37.0,9.0,0.0,0.0,0.0,0.0,490.06666666666666,27.4,0.3666666666666666,58.91666666666666,14.766666666666667,124.0,8.0,13.0,1.0,111.0,7.0
248,249,3145,541,31,False,71,18,9.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,491.9333333333333,27.53333333333333,0.3666666666666666,59.28333333333333,14.866666666666667,125.0,9.0,13.0,1.0,112.0,8.0
249,250,3145,541,31,False,71,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.7,27.666666666666668,0.3666666666666666,59.65,14.966666666666669,119.0,9.0,13.0,1.0,106.0,8.0
250,251,3161,544,31,False,71,18,16.0,3.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,495.4166666666667,27.8,0.3666666666666666,60.016666666666666,15.066666666666666,116.0,9.0,13.0,1.0,103.0,8.0
251,252,3182,550,31,False,71,18,21.0,6.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,497.1333333333333,27.916666666666668,0.3666666666666666,60.38333333333333,15.15,116.0,8.0,13.0,1.0,103.0,7.0
252,253,3223,556,31,False,71,18,41.0,6.0,0.0,41.0,6.0,0.0,0.0,0.0,0.0,498.8666666666667,28.03333333333333,0.3666666666666666,60.75,15.233333333333333,117.0,8.0,13.0,1.0,104.0,7.0
253,254,3242,559,31,False,71,18,19.0,3.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,500.53333333333336,28.133333333333333,0.3666666666666666,61.11666666666667,15.316666666666666,113.0,7.0,13.0,1.0,100.0,6.0
254,255,3268,562,31,False,71,18,26.0,3.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,502.2166666666666,28.23333333333333,0.3666666666666666,61.48333333333333,15.4,114.0,7.0,13.0,1.0,101.0,6.0
255,256,3293,564,32,False,71,18,25.0,2.0,1.0,25.0,2.0,1.0,0.0,0.0,0.0,503.9333333333333,28.35,0.3666666666666666,61.85,15.483333333333333,116.0,8.0,13.0,1.0,103.0,7.0
256,257,3304,567,32,False,71,18,11.0,3.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,505.7,28.466666666666665,0.35,62.2,15.566666666666666,119.0,8.0,13.0,1.0,106.0,7.0
257,258,3339,573,32,False,71,18,35.0,6.0,0.0,35.0,6.0,0.0,0.0,0.0,0.0,507.53333333333336,28.58333333333333,0.35,62.55,15.65,123.0,8.0,13.0,1.0,110.0,7.0
258,259,3361,578,33,False,71,18,22.0,5.0,1.0,22.0,5.0,1.0,0.0,0.0,0.0,509.4333333333333,28.716666666666665,0.35,62.9,15.733333333333333,127.0,9.0,13.0,1.0,114.0,8.0
259,260,3364,579,33,False,71,18,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,511.25,28.85,0.35,63.25,15.816666666666666,122.0,9.0,13.0,1.0,109.0,8.0
260,261,3390,584,33,False,71,18,26.0,5.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,513.1166666666667,28.98333333333333,0.35,63.6,15.9,125.0,9.0,13.0,1.0,112.0,8.0
261,262,3406,587,33,False,71,18,16.0,3.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,515.0166666666667,29.1,0.35,63.95,15.983333333333333,127.0,8.0,13.0,1.0,114.0,7.0
262,263,3441,594,33,False,71,18,35.0,7.0,0.0,35.0,7.0,0.0,0.0,0.0,0.0,516.9833333333333,29.216666666666665,0.35,64.3,16.066666666666666,131.0,8.0,13.0,1.0,118.0,7.0
263,264,3450,597,33,False,71,18,9.0,3.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,518.95,29.316666666666663,0.35,64.65,16.15,131.0,7.0,13.0,1.0,118.0,6.0
264,265,3480,600,34,False,71,18,30.0,3.0,1.0,30.0,3.0,1.0,0.0,0.0,0.0,520.9666666666667,29.433333333333334,0.35,65.0,16.233333333333334,134.0,8.0,13.0,1.0,121.0,7.0
265,266,3486,602,34,False,71,18,6.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,523.0166666666667,29.55,0.3333333333333333,65.33333333333333,16.316666666666666,136.0,8.0,13.0,1.0,123.0,7.0
266,267,3520,607,34,False,71,18,34.0,5.0,0.0,34.0,5.0,0.0,0.0,0.0,0.0,525.15,29.666666666666668,0.3166666666666666,65.65,16.4,141.0,8.0,13.0,1.0,128.0,7.0
267,268,3553,615,34,False,71,18,33.0,8.0,0.0,33.0,8.0,0.0,0.0,0.0,0.0,527.4166666666666,29.78333333333333,0.3,65.95,16.483333333333334,149.0,8.0,13.0,1.0,136.0,7.0
268,269,3560,615,35,False,71,18,7.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,529.6833333333333,29.916666666666668,0.2833333333333333,66.23333333333333,16.55,149.0,9.0,13.0,1.0,136.0,8.0
269,270,3582,620,35,False,71,18,22.0,5.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,532.0333333333333,30.05,0.2666666666666666,66.5,16.616666666666667,154.0,9.0,13.0,1.0,141.0,8.0
270,271,3625,628,35,False,71,18,43.0,8.0,0.0,43.0,8.0,0.0,0.0,0.0,0.0,534.5166666666667,30.183333333333334,0.25,66.75,16.666666666666668,162.0,9.0,13.0,1.0,149.0,8.0
271,272,3651,632,35,False,71,18,26.0,4.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,537.0666666666667,30.316666666666663,0.2333333333333333,66.98333333333333,16.716666666666665,166.0,9.0,13.0,1.0,153.0,8.0
272,273,3694,639,35,False,71,18,43.0,7.0,0.0,43.0,7.0,0.0,0.0,0.0,0.0,539.7333333333333,30.45,0.2166666666666666,67.2,16.766666666666666,173.0,9.0,13.0,1.0,160.0,8.0
273,274,3737,647,36,False,71,18,43.0,8.0,1.0,43.0,8.0,1.0,0.0,0.0,0.0,542.5333333333333,30.6,0.2,67.4,16.816666666666666,181.0,10.0,13.0,1.0,168.0,9.0
274,275,3763,652,36,False,71,18,26.0,5.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,545.4166666666666,30.75,0.1833333333333333,67.58333333333333,16.866666666666667,186.0,10.0,13.0,1.0,173.0,9.0
275,276,3798,658,36,False,71,18,35.0,6.0,0.0,35.0,6.0,0.0,0.0,0.0,0.0,548.3833333333333,30.9,0.1833333333333333,67.76666666666667,16.916666666666668,191.0,10.0,13.0,1.0,178.0,9.0
276,277,3833,666,36,False,71,18,35.0,8.0,0.0,35.0,8.0,0.0,0.0,0.0,0.0,551.4666666666667,31.05,0.1833333333333333,67.95,16.966666666666665,198.0,10.0,13.0,1.0,185.0,9.0
277,278,3864,673,37,False,71,18,31.0,7.0,1.0,31.0,7.0,1.0,0.0,0.0,0.0,554.6166666666667,31.216666666666665,0.1833333333333333,68.13333333333334,17.016666666666666,202.0,11.0,13.0,1.0,189.0,10.0
278,279,3893,676,37,False,71,18,29.0,3.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,557.65,31.383333333333333,0.1833333333333333,68.31666666666666,17.066666666666666,195.0,11.0,13.0,1.0,182.0,10.0
279,280,3917,681,37,False,71,18,24.0,5.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,560.75,31.53333333333333,0.1833333333333333,68.5,17.116666666666667,199.0,10.0,13.0,1.0,186.0,9.0
280,281,3917,680,38,False,71,19,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,564.05,31.716666666666665,0.1833333333333333,68.68333333333334,17.183333333333334,199.0,11.0,1.0,0.0,198.0,11.0
281,282,3917,680,38,True,72,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.1333333333333,31.883333333333333,0.2,68.88333333333334,17.25,186.0,10.0,1.0,0.0,185.0,10.0
282,283,3917,680,38,True,73,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.2,32.05,0.2166666666666666,69.1,17.316666666666666,185.0,10.0,1.0,0.0,184.0,10.0
283,284,3916,680,38,False,73,19,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,573.15,32.21666666666667,0.2166666666666666,69.31666666666666,17.383333333333333,178.0,10.0,1.0,0.0,177.0,10.0
284,285,3916,680,38,False,73,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0833333333334,32.38333333333333,0.2166666666666666,69.53333333333333,17.45,177.0,10.0,1.0,0.0,176.0,10.0
285,286,3916,680,38,True,74,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.9833333333333,32.53333333333333,0.2333333333333333,69.76666666666667,17.516666666666666,175.0,9.0,1.0,0.0,174.0,9.0
286,287,3942,686,38,False,74,19,26.0,6.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0,581.9833333333333,32.68333333333333,0.2333333333333333,70.0,17.583333333333332,181.0,9.0,1.0,0.0,180.0,9.0
287,288,3959,689,38,False,74,19,17.0,3.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,585.0333333333333,32.833333333333336,0.2166666666666666,70.21666666666667,17.633333333333333,184.0,9.0,1.0,0.0,183.0,9.0
288,289,3959,689,38,False,74,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0833333333334,32.983333333333334,0.2,70.41666666666667,17.683333333333334,184.0,9.0,1.0,0.0,183.0,9.0
289,290,3959,689,38,True,75,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.1333333333333,33.13333333333333,0.2,70.61666666666666,17.733333333333334,184.0,9.0,1.0,0.0,183.0,9.0
290,291,3976,692,38,False,75,19,17.0,3.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,594.2333333333333,33.28333333333333,0.1833333333333333,70.8,17.783333333333335,187.0,9.0,1.0,0.0,186.0,9.0
291,292,4007,698,38,False,75,19,31.0,6.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,597.4333333333333,33.43333333333333,0.1666666666666666,70.96666666666667,17.833333333333332,193.0,9.0,1.0,0.0,192.0,9.0
292,293,4036,705,38,False,75,19,29.0,7.0,0.0,29.0,7.0,0.0,0.0,0.0,0.0,600.75,33.583333333333336,0.15,71.11666666666666,17.883333333333333,200.0,9.0,1.0,0.0,199.0,9.0
293,294,4041,705,39,False,75,19,5.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,604.0666666666667,33.75,0.1333333333333333,71.25,17.933333333333334,200.0,10.0,1.0,0.0,199.0,10.0
294,295,4041,705,39,False,75,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.3833333333333,33.916666666666664,0.1166666666666666,71.36666666666666,17.983333333333334,200.0,10.0,1.0,0.0,199.0,10.0
295,296,4041,705,39,True,76,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.7,34.083333333333336,0.1166666666666666,71.48333333333333,18.03333333333333,200.0,10.0,1.0,0.0,199.0,10.0
296,297,4042,706,39,False,76,19,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,613.9833333333333,34.25,0.1166666666666666,71.6,18.08333333333333,198.0,10.0,1.0,0.0,197.0,10.0
297,298,4050,708,39,False,76,20,8.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,617.2333333333333,34.416666666666664,0.1166666666666666,71.71666666666667,18.15,196.0,10.0,1.0,0.0,195.0,10.0
298,299,4056,707,39,False,76,20,6.0,-1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,620.3833333333333,34.583333333333336,0.1166666666666666,71.83333333333333,18.216666666666665,191.0,10.0,2.0,0.0,189.0,10.0
299,300,4083,713,39,False,76,20,27.0,6.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,623.5666666666667,34.733333333333334,0.1166666666666666,71.95,18.28333333333333,193.0,9.0,2.0,0.0,191.0,9.0
300,301,4118,718,40,False,76,20,35.0,5.0,1.0,35.0,5.0,1.0,0.0,0.0,0.0,626.75,34.9,0.1166666666666666,72.06666666666666,18.35,193.0,10.0,2.0,0.0,191.0,10.0
301,302,4143,722,40,False,76,20,25.0,4.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,629.9666666666667,35.06666666666667,0.1166666666666666,72.18333333333334,18.416666666666668,195.0,10.0,2.0,0.0,193.0,10.0
302,303,4164,726,40,False,76,20,21.0,4.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,633.2333333333333,35.233333333333334,0.1166666666666666,72.3,18.466666666666665,198.0,10.0,2.0,0.0,196.0,10.0
303,304,4194,732,41,False,76,20,30.0,6.0,1.0,30.0,6.0,1.0,0.0,0.0,0.0,636.5833333333334,35.416666666666664,0.1166666666666666,72.41666666666667,18.516666666666666,203.0,11.0,2.0,0.0,201.0,11.0
304,305,4237,740,41,False,76,20,43.0,8.0,0.0,43.0,8.0,0.0,0.0,0.0,0.0,640.0666666666667,35.6,0.1166666666666666,72.53333333333333,18.55,211.0,11.0,2.0,0.0,209.0,11.0
305,306,4243,741,41,False,76,20,6.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,643.5666666666667,35.78333333333333,0.1,72.63333333333334,18.58333333333333,212.0,11.0,2.0,0.0,210.0,11.0
306,307,4219,736,42,False,76,20,-24.0,-5.0,1.0,0.0,0.0,1.0,24.0,5.0,0.0,646.9833333333333,35.983333333333334,0.0833333333333333,72.71666666666667,18.616666666666667,212.0,12.0,7.0,0.0,205.0,12.0
307,308,4234,738,42,False,76,20,15.0,2.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,650.2833333333333,36.18333333333333,0.0833333333333333,72.8,18.65,205.0,12.0,7.0,0.0,198.0,12.0
308,309,4262,744,42,False,76,20,28.0,6.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,653.6666666666666,36.36666666666667,0.0833333333333333,72.88333333333334,18.683333333333334,210.0,11.0,7.0,0.0,203.0,11.0
309,310,4257,743,42,False,76,20,-5.0,-1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,657.0333333333333,36.55,0.0833333333333333,72.96666666666667,18.716666666666665,210.0,11.0,8.0,0.0,202.0,11.0
310,311,4271,745,42,False,76,20,14.0,2.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,660.3833333333333,36.73333333333333,0.0833333333333333,73.05,18.75,209.0,11.0,8.0,0.0,201.0,11.0
311,312,4296,750,42,False,76,20,25.0,5.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,663.7166666666667,36.91666666666666,0.0833333333333333,73.13333333333334,18.78333333333333,208.0,11.0,8.0,0.0,200.0,11.0
312,313,4312,753,42,False,76,20,16.0,3.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,667.0,37.1,0.0833333333333333,73.21666666666667,18.816666666666663,205.0,11.0,8.0,0.0,197.0,11.0
313,314,4341,758,42,False,76,20,29.0,5.0,0.0,29.0,5.0,0.0,0.0,0.0,0.0,670.3166666666667,37.28333333333333,0.0833333333333333,73.3,18.85,207.0,11.0,8.0,0.0,199.0,11.0
314,315,4371,764,43,False,76,21,30.0,6.0,1.0,30.0,6.0,1.0,0.0,0.0,0.0,673.6833333333333,37.48333333333333,0.0833333333333333,73.38333333333334,18.9,210.0,12.0,8.0,0.0,202.0,12.0
315,316,4405,769,43,False,76,21,34.0,5.0,0.0,34.0,5.0,0.0,0.0,0.0,0.0,677.1,37.66666666666666,0.0833333333333333,73.46666666666667,18.95,213.0,11.0,8.0,0.0,205.0,11.0
316,317,4425,773,43,False,76,21,20.0,4.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,680.5333333333333,37.85,0.0833333333333333,73.55,19.0,214.0,11.0,8.0,0.0,206.0,11.0
317,318,4466,780,43,False,76,21,41.0,7.0,0.0,41.0,7.0,0.0,0.0,0.0,0.0,683.9833333333333,38.03333333333333,0.0833333333333333,73.63333333333334,19.05,215.0,11.0,8.0,0.0,207.0,11.0
318,319,4473,781,43,False,76,21,7.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,687.3666666666667,38.2,0.0833333333333333,73.71666666666667,19.1,211.0,10.0,8.0,0.0,203.0,10.0
319,320,4498,787,43,False,76,21,25.0,6.0,0.0,25.0,6.0,0.0,0.0,0.0,0.0,690.8333333333334,38.36666666666667,0.0833333333333333,73.8,19.15,216.0,10.0,8.0,0.0,208.0,10.0
320,321,4509,787,43,False,76,21,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,694.2166666666667,38.53333333333333,0.0833333333333333,73.88333333333334,19.2,211.0,10.0,8.0,0.0,203.0,10.0
321,322,4504,787,43,False,76,21,-5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,697.55,38.7,0.0833333333333333,73.96666666666667,19.25,208.0,10.0,8.0,0.0,200.0,10.0
322,323,4528,793,43,False,76,21,24.0,6.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,700.8666666666667,38.86666666666667,0.0833333333333333,74.05,19.3,207.0,10.0,8.0,0.0,199.0,10.0
323,324,4548,796,44,False,76,21,20.0,3.0,1.0,20.0,3.0,1.0,0.0,0.0,0.0,704.1833333333333,39.05,0.0833333333333333,74.13333333333334,19.35,207.0,11.0,8.0,0.0,199.0,11.0
324,325,4548,796,44,False,76,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.45,39.21666666666667,0.0833333333333333,74.21666666666667,19.4,204.0,10.0,8.0,0.0,196.0,10.0
325,326,4548,796,44,True,77,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.6833333333333,39.38333333333333,0.1,74.31666666666666,19.45,202.0,10.0,8.0,0.0,194.0,10.0
326,327,4548,796,44,True,78,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.8333333333334,39.55,0.1166666666666666,74.43333333333334,19.5,197.0,10.0,8.0,0.0,189.0,10.0
327,328,4548,796,44,True,79,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.85,39.71666666666667,0.1333333333333333,74.56666666666666,19.55,189.0,10.0,8.0,0.0,181.0,10.0
328,329,4545,795,44,False,79,21,-3.0,-1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,719.85,39.86666666666667,0.1333333333333333,74.7,19.6,189.0,9.0,9.0,0.0,180.0,9.0
329,330,4545,795,44,False,79,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.7666666666667,40.016666666666666,0.1333333333333333,74.83333333333333,19.65,184.0,9.0,9.0,0.0,175.0,9.0
330,331,4545,795,44,True,80,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.55,40.16666666666666,0.15,74.98333333333333,19.7,176.0,9.0,9.0,0.0,167.0,9.0
331,332,4545,795,44,True,81,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.2666666666667,40.31666666666667,0.1666666666666666,75.15,19.766666666666666,172.0,9.0,9.0,0.0,163.0,9.0
332,333,4545,795,44,True,82,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.8666666666667,40.46666666666667,0.1833333333333333,75.33333333333333,19.83333333333333,165.0,9.0,9.0,0.0,156.0,9.0
333,334,4545,795,44,True,83,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.3333333333334,40.6,0.2,75.53333333333333,19.916666666666668,157.0,8.0,9.0,0.0,148.0,8.0
334,335,4545,795,44,True,84,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.7166666666667,40.73333333333333,0.2166666666666666,75.75,20.0,152.0,8.0,9.0,0.0,143.0,8.0
335,336,4545,795,44,True,85,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.0,40.86666666666667,0.2333333333333333,75.98333333333333,20.08333333333333,146.0,8.0,9.0,0.0,137.0,8.0
336,337,4545,795,44,True,86,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.15,41.0,0.25,76.23333333333333,20.166666666666668,138.0,8.0,9.0,0.0,129.0,8.0
337,338,4545,795,44,True,87,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.1833333333333,41.11666666666667,0.2666666666666666,76.5,20.25,131.0,7.0,9.0,0.0,122.0,7.0
338,339,4563,799,44,False,87,23,18.0,4.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,744.2333333333333,41.23333333333333,0.2666666666666666,76.76666666666667,20.33333333333333,132.0,7.0,9.0,0.0,123.0,7.0
